,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
14,Anthony Bowie,SG,32,ORL,12,152,9.3,.522,.000,.148,2.5,11.6,7.1,13.0,1.1,1.1,14.8,10.5,,0.1,0.0,0.2,.049,,-1.6,0.9,-0.8,0.0
15,Donnie Boyce,SG,22,ATL,1,2,-39.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3,,0.0,0.0,0.0,-1.120,,-29.7,-20.5,-50.2,0.0
16,Terrell Brandon,PG,25,CLE,3,125,18.2,.541,.191,.319,1.0,9.2,4.7,39.6,1.9,0.8,17.0,26.4,,0.2,0.0,0.2,.080,,2.9,-0.4,2.5,0.1
17,Frank Brickowski,C,36,SEA,21,206,2.7,.516,.579,.105,1.3,15.8,9.2,8.8,1.8,2.0,33.5,14.0,,-0.4,0.3,-0.1,-0.018,,-7.5,2.9,-4.6,-0.1
18,Chucky Brown,PF,27,HOU,8,168,13.6,.614,.000,.400,4.0,12.9,8.3,5.0,0.9,0.0,7.0,15.5,,0.3,0.0,0.4,.109,,-1.0,-0.7,-1.7,0.0
19,Randy Brown,PG,27,CHI,16,112,14.2,.661,.214,.429,3.1,8.0,5.4,10.6,2.5,0.8,17.4,16.3,,0.2,0.2,0.4,.180,,-1.0,3.8,2.8,0.1
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Mark Bryant,PF,30,HOU,8,145,14.1,.649,.000,.429,5.4,16.7,10.8,4.6,0.4,1.1,6.7,14.0,,0.4,0.1,0.4,.134,,-0.9,0.0,-0.9,0.0
22,Jud Buechler,SF,27,CHI,17,127,11.4,.578,.553,.105,1.8,8.1,4.8,8.0,3.0,0.0,16.8,17.1,,0.1,0.2,0.3,.116,,-0.4,1.9,1.4,0.1
23,Matt Bullard,PF,28,ATL,4,51,5.8,.509,.667,.333,0.0,14.9,7.2,0.0,0.0,3.0,12.7,14.9,,0.0,0.0,0.0,-0.019,,-3.5,-1.9,-5.3,0.0
24,Michael Cage,C,34,CLE,3,101,17.5,.586,.000,.357,15.6,21.4,18.2,3.5,1.2,4.8,0.0,8.2,,0.3,0.1,0.3,.159,,2.4,0.4,2.8,0.1
25,Adrian Caldwell,PF,29,IND,1,3,37.4,1.000,.000,.000,0.0,38.0,20.5,0.0,0.0,0.0,0.0,15.9,,0.0,0.0,0.0,.368,,14.2,2.3,16.5,0.0
26,Elden Campbell,PF,27,LAL,4,129,12.4,.521,.026,.410,2.6,26.8,14.3,11.0,0.4,5.2,17.8,19.2,,-0.1,0.2,0.2,.061,,-2.8,3.0,0.2,0.1
27,Antoine Carr,SF,34,UTA,18,339,9.0,.505,.000,.258,4.1,8.7,6.4,10.4,0.7,3.8,12.9,17.7,,0.0,0.5,0.5,.075,,-3.9,1.5,-2.5,0.0
28,Chris Carr,SG,21,PHO,3,36,28.2,.741,.214,.357,8.7,13.9,11.1,20.9,2.9,1.9,19.8,24.8,,0.1,0.0,0.1,.179,,6.2,3.0,9.2,0.1
29,Sam Cassell,PG,26,HOU,8,206,9.6,.443,.358,.358,0.5,9.4,4.8,26.5,1.5,0.4,16.1,24.8,,-0.3,0.1,-0.2,-0.054,,-2.2,-1.8,-4.0,-0.1
30,Duane Causwell,C,27,SAC,2,25,4.6,.525,.333,1.333,5.0,19.7,12.3,6.4,0.0,0.0,29.6,12.2,,0.0,0.0,0.0,.016,,-3.6,0.1,-3.5,0.0
31,Cedric Ceballos,SF,26,LAL,4,142,18.5,.565,.258,.194,8.6,18.5,13.4,6.9,1.4,0.5,10.6,23.4,,0.2,0.2,0.4,.147,,3.6,0.4,4.0,0.2
32,Rex Chapman,SG,28,MIA,3,88,10.1,.482,.464,.000,0.0,8.5,4.1,11.5,1.8,0.0,3.4,15.4,,0.0,0.0,0.0,.005,,0.0,1.2,1.3,0.1
33,Pete Chilcutt,PF,27,HOU,1,10,-3.0,.205,.250,.500,22.4,12.1,17.4,0.0,0.0,0.0,17.0,26.8,,-0.1,0.0,-0.1,-0.366,,-8.6,-8.8,-17.5,0.0
34,Tyrone Corbin,SF,33,MIA,2,34,8.9,.370,.000,.800,13.8,11.0,12.5,4.9,3.1,0.0,12.9,10.7,,0.0,0.0,0.0,-0.006,,-1.0,1.5,0.6,0.0
35,John Crotty,PG,26,CLE,2,9,25.2,1.136,,,13.4,0.0,7.3,17.0,6.6,10.7,53.2,10.7,,0.0,0.0,0.0,.233,,6.4,7.5,13.8,0.0
36,Michael Curry,SG,27,DET,3,43,6.2,.429,.143,.000,2.9,6.4,4.6,3.8,1.3,2.0,0.0,8.1,,0.0,0.0,0.0,-0.020,,-3.5,1.9,-1.6,0.0
37,Sasha Danilović,SG,25,MIA,3,60,12.4,.647,.556,.167,2.0,0.0,1.0,13.8,0.9,0.0,13.4,17.4,,0.1,-0.1,0.1,.055,,3.1,0.4,3.4,0.1
38,Antonio Davis,PF,27,IND,5,127,15.3,.617,.000,.600,12.6,17.0,15.0,4.2,1.4,4.1,24.0,15.6,,0.1,0.2,0.3,.129,,-0.2,1.7,1.5,0.1
39,Dale Davis,PF,26,IND,5,184,11.6,.502,.000,.355,14.5,22.3,18.7,3.8,0.9,2.8,21.8,11.9,,0.0,0.3,0.3,.080,,-1.0,0.3,-0.7,0.1
40,Hubert Davis,SG,25,NYK,8,145,12.4,.739,.613,.355,3.7,6.2,5.1,5.1,0.0,0.0,16.3,14.6,,0.3,0.1,0.4,.135,,2.4,-0.2,2.2,0.2
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Vinny Del Negro,SG,29,SAS,10,379,14.8,.540,.218,.153,1.3,6.8,4.1,13.4,1.9,0.6,4.3,17.6,,0.7,0.0,0.7,.091,,1.1,0.3,1.5,0.3
43,Vlade Divac*,C,27,LAL,4,115,11.3,.467,.143,.229,10.6,19.7,15.0,11.8,0.0,3.2,17.2,17.9,,0.0,0.2,0.1,.049,,-1.1,0.5,-0.5,0.0
44,Clyde Drexler*,SG,33,HOU,8,292,18.6,.500,.288,.288,5.8,19.4,12.3,23.6,3.7,1.1,13.1,23.9,,0.1,0.4,0.5,.085,,1.7,2.3,4.0,0.4
45,Chris Dudley,C,30,POR,5,92,7.3,.448,.000,.462,10.9,24.5,17.3,1.9,1.2,1.7,20.4,9.9,,0.0,0.1,0.0,.019,,-5.4,0.9,-4.5,-0.1
46,Joe Dumars*,PG,32,DET,3,123,12.8,.558,.400,.114,5.1,8.9,6.9,16.2,0.0,0.0,16.0,17.8,,0.2,-0.2,0.0,.006,,1.3,-1.6,-0.4,0.1
47,Tyus Edney,PG,22,SAC,4,121,12.9,.508,.190,.286,2.0,10.2,6.1,17.6,3.5,0.0,16.0,21.1,,0.0,0.2,0.2,.082,,-1.5,1.5,0.0,0.1
48,James Edwards,C,40,CHI,6,28,4.8,.511,.000,.444,0.0,18.4,8.7,0.0,0.0,0.0,8.5,19.1,,0.0,0.0,0.1,.103,,-10.1,0.3,-9.8,-0.1
49,Craig Ehlo,SG,34,ATL,9,171,6.1,.408,.561,.171,0.7,12.6,6.5,8.5,3.0,0.9,17.0,15.0,,-0.2,0.1,-0.2,-0.044,,-4.6,0.3,-4.3,-0.1
50,Howard Eisley,PG,23,UTA,18,202,12.6,.513,.214,.524,2.5,11.5,6.9,33.5,0.8,0.9,17.5,15.0,,0.3,0.3,0.6,.141,,-0.7,1.3,0.6,0.1
51,Mario Elie,SF,32,HOU,8,233,12.2,.547,.364,.182,2.9,8.3,5.5,9.6,1.5,1.1,6.6,14.9,,0.3,0.1,0.4,.073,,-0.3,0.0,-0.3,0.1
52,Sean Elliott,SF,27,SAS,10,389,12.1,.534,.291,.547,3.5,8.5,6.1,10.7,1.6,0.7,17.1,21.7,,0.1,0.0,0.2,.020,,-0.6,-1.0,-1.6,0.0
53,Patrick Ewing*,C,33,NYK,8,328,18.1,.522,.015,.460,4.5,25.4,15.9,9.9,0.2,6.0,15.4,29.3,,-0.2,0.7,0.5,.077,,0.0,2.4,2.4,0.4
54,Duane Ferrell,SF,30,IND,5,69,7.8,.400,.000,.421,11.6,5.0,8.0,7.8,3.3,0.0,15.1,18.3,,-0.1,0.1,0.0,.010,,-3.8,0.5,-3.3,0.0
55,Danny Ferry,PF,29,CLE,3,117,6.0,.354,.390,.000,1.0,17.2,8.4,14.4,1.5,1.6,8.9,19.7,,-0.2,0.1,-0.2,-0.076,,-5.1,-1.1,-6.2,-0.1
56,Greg Foster,C,27,UTA,12,76,9.7,.530,.000,.455,9.9,10.2,10.0,4.5,0.7,2.4,15.9,20.0,,0.0,0.1,0.1,.074,,-5.5,-0.6,-6.1,-0.1
57,Kevin Gamble,SF,30,SAC,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.018,,-2.6,-1.5,-4.0,0.0
58,Chris Gatling,PF,28,MIA,3,68,4.1,.330,.000,.545,17.2,25.8,21.4,2.7,1.6,0.0,22.7,24.2,,-0.3,0.0,-0.3,-0.208,,-5.1,-4.1,-9.2,-0.1
59,Ron Grandison,PF,31,NYK,2,3,-18.5,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,,0.0,0.0,0.0,-0.383,,-20.9,-5.6,-26.5,0.0
60,Brian Grant,PF,23,SAC,4,124,5.3,.405,.000,.333,7.0,12.9,10.0,6.0,0.8,5.1,21.3,22.3,,-0.4,0.2,-0.2,-0.078,,-5.8,-1.1,-6.9,-0.2
61,Gary Grant,PG,30,NYK,1,8,33.6,.600,.600,.000,33.8,14.1,23.0,0.0,7.0,0.0,16.7,37.0,,0.0,0.0,0.0,.186,,18.6,7.2,25.8,0.1
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Harvey Grant,PF,30,POR,5,164,2.6,.340,.184,.105,3.4,11.4,7.2,4.5,0.0,0.9,7.0,12.1,,-0.2,0.0,-0.3,-0.076,,-5.2,-0.9,-6.1,-0.2
64,Horace Grant,PF,30,ORL,9,334,22.7,.671,.000,.160,11.7,23.8,17.8,6.4,1.2,1.5,5.6,15.1,,1.3,0.2,1.5,.221,,4.1,0.2,4.3,0.5
65,A.C. Green,SF,32,PHO,4,87,8.6,.463,.176,.471,7.2,17.3,11.8,3.2,0.6,0.0,8.9,11.4,,0.1,-0.1,0.0,-0.013,,-2.5,-2.0,-4.5,-0.1
66,Anfernee Hardaway,PG,24,ORL,12,473,24.5,.557,.253,.359,5.3,9.6,7.5,26.3,2.4,0.7,9.4,27.7,,1.8,0.1,1.9,.196,,6.9,0.5,7.4,1.1
67,Tim Hardaway,PG,29,MIA,3,110,12.6,.575,.512,.163,1.1,4.6,2.8,34.3,1.4,0.0,24.6,25.9,,0.0,-0.1,-0.1,-0.042,,2.6,-1.7,1.0,0.1
68,Derek Harper,PG,34,NYK,8,293,9.3,.451,.427,.183,0.0,6.5,3.6,23.2,1.9,0.3,13.6,17.3,,-0.1,0.3,0.3,.041,,-1.3,1.3,0.0,0.2
69,Ron Harper,PG,32,CHI,18,494,14.8,.518,.351,.313,6.1,10.7,8.3,14.8,2.8,1.3,10.6,15.7,,0.8,1.0,1.8,.174,,1.2,3.0,4.2,0.8
70,Hersey Hawkins,SG,29,SEA,21,713,14.2,.617,.381,.565,3.3,7.5,5.6,11.2,2.1,0.5,13.6,16.5,,1.5,0.7,2.2,.150,,1.7,1.8,3.5,1.0
71,Alan Henderson,PF,23,ATL,10,145,15.1,.597,.000,.250,14.0,8.8,11.5,9.0,0.4,2.1,16.9,17.8,,0.3,0.0,0.2,.078,,-1.3,-1.2,-2.4,0.0
72,Carl Herrera,PF,29,SAS,7,28,0.0,.258,.000,.667,8.9,8.4,8.6,5.0,3.9,2.5,43.6,11.9,,-0.1,0.0,-0.1,-0.121,,-10.0,2.5,-7.6,0.0
73,Grant Hill*,SF,23,DET,3,115,21.9,.631,.051,.359,4.4,21.5,12.6,19.6,1.5,0.0,15.0,23.1,,0.4,-0.1,0.3,.131,,3.3,1.5,4.7,0.2
74,Tyrone Hill,PF,27,CLE,3,53,21.2,.783,.000,.750,16.0,21.7,18.6,0.0,0.0,0.0,15.8,18.3,,0.2,0.0,0.2,.208,,1.3,-0.9,0.4,0.0
75,Jeff Hornacek,SG,32,UTA,18,644,20.1,.648,.280,.396,4.3,8.6,6.4,16.4,1.6,0.4,10.0,20.3,,2.3,0.9,3.1,.233,,5.0,1.1,6.1,1.3
76,Robert Horry,SF,25,HOU,8,308,15.2,.519,.582,.253,5.5,16.5,10.8,12.4,3.5,3.5,12.9,17.2,,0.1,0.4,0.5,.077,,1.5,2.9,4.4,0.5
77,Allan Houston,SG,24,DET,3,136,14.9,.561,.362,.345,0.9,7.1,3.9,8.9,0.0,0.6,14.1,28.5,,0.2,-0.2,0.0,.007,,1.2,-2.2,-1.0,0.0
78,Lindsey Hunter,PG,25,DET,2,36,4.5,.338,.500,.250,3.5,3.8,3.7,4.4,1.6,0.0,0.0,12.3,,0.0,0.0,-0.1,-0.076,,-3.7,-1.9,-5.6,0.0
79,Bobby Hurley,PG,24,SAC,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.018,,-5.2,-2.6,-7.9,0.0
80,Mark Jackson,PG,30,IND,5,186,12.1,.453,.353,.333,2.1,13.5,8.3,28.6,1.9,0.0,18.2,18.3,,0.0,0.2,0.3,.072,,-0.5,-0.2,-0.7,0.1
81,Avery Johnson,PG,30,SAS,10,407,15.5,.463,.017,.223,1.8,8.7,5.3,38.9,2.7,0.2,15.3,18.6,,0.4,0.2,0.5,.062,,0.1,0.3,0.4,0.3
82,Eddie Johnson,SF,36,IND,1,9,-18.3,.000,.400,.000,0.0,0.0,0.0,16.8,0.0,0.0,0.0,26.4,,-0.1,0.0,-0.1,-0.496,,-14.8,-11.7,-26.5,-0.1
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Ervin Johnson,C,28,SEA,18,253,9.4,.411,.000,.177,15.2,19.3,17.4,4.7,1.3,5.0,17.3,15.4,,-0.2,0.4,0.3,.049,,-4.4,1.0,-3.4,-0.1
85,Kevin Johnson,PG,29,PHO,4,151,20.7,.535,.070,.298,1.4,12.5,6.4,47.3,0.7,0.9,14.6,22.1,,0.4,-0.1,0.2,.068,,4.5,-0.8,3.7,0.2
86,Magic Johnson*,PF,36,LAL,4,135,19.0,.570,.231,.846,6.6,23.0,14.5,31.7,0.0,0.0,18.3,21.5,,0.3,0.1,0.5,.167,,4.8,0.3,5.2,0.2
87,Charles Jones,PF,38,HOU,3,8,-2.6,.000,.000,.000,0.0,15.1,7.3,0.0,0.0,0.0,0.0,5.7,,0.0,0.0,0.0,-0.138,,-7.4,-3.3,-10.7,0.0
88,Eddie Jones,SG,24,LAL,4,155,17.9,.657,.388,.163,5.0,10.8,7.8,7.1,2.7,0.5,7.1,16.1,,0.4,0.2,0.7,.203,,2.9,3.3,6.2,0.3
89,Michael Jordan*,SG,32,CHI,18,733,26.7,.564,.152,.459,4.9,10.2,7.4,21.2,2.5,0.7,7.9,32.9,,3.4,1.3,4.7,.306,,8.8,1.9,10.7,2.4
90,Reggie Jordan,PG,28,ATL,10,59,16.3,.529,.000,.538,2.0,10.8,6.3,26.6,4.8,1.3,15.7,15.6,,0.1,0.1,0.1,.098,,-0.2,4.2,4.0,0.1
91,Adam Keefe,PF,25,UTA,17,178,12.6,.699,.059,.500,6.3,17.4,11.8,1.9,0.9,0.5,16.2,13.4,,0.3,0.3,0.6,.149,,-1.2,0.6,-0.6,0.1
92,Shawn Kemp,PF,26,SEA,20,720,23.6,.640,.012,.605,12.6,22.9,18.2,8.7,1.8,4.7,19.7,27.3,,1.5,1.4,3.0,.198,,2.5,2.3,4.8,1.2
93,Steve Kerr,PG,30,CHI,18,357,13.7,.606,.609,.356,1.0,5.4,3.1,14.0,2.2,0.0,11.4,14.4,,0.8,0.5,1.4,.184,,1.5,1.5,3.0,0.5
94,Stacey King,PF,29,MIA,1,12,-1.4,.129,.000,.667,0.0,31.3,15.1,13.2,0.0,0.0,0.0,15.1,,-0.1,0.0,-0.1,-0.209,,-6.4,-0.2,-6.6,0.0
95,Joe Kleine,C,34,PHO,2,8,-6.6,.000,.000,.000,13.0,0.0,7.1,0.0,6.6,0.0,33.3,16.6,,-0.1,0.0,-0.1,-0.373,,-13.1,-4.0,-17.1,0.0
96,Jon Koncak,C,32,ORL,12,140,4.6,.546,.000,1.000,7.2,13.5,10.4,2.8,2.0,2.5,22.9,4.4,,0.1,0.1,0.1,.051,,-5.8,2.8,-3.0,0.0
97,Toni Kukoč,SF,27,CHI,15,439,14.1,.484,.450,.245,5.0,12.9,8.7,22.2,1.8,0.8,13.5,20.0,,0.5,0.8,1.3,.140,,1.6,0.8,2.4,0.5
98,Christian Laettner,C,26,ATL,10,334,18.1,.539,.025,.443,9.7,16.0,12.7,8.7,2.0,2.3,12.6,24.1,,0.5,0.2,0.7,.094,,-0.5,-0.4,-0.9,0.1
99,Antonio Lang,SF,23,CLE,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.029,,-4.4,-5.7,-10.2,0.0
100,Eric Leckner,C,29,DET,1,3,-11.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.051,,-20.1,-0.5,-20.5,0.0
101,Grant Long,PF,29,ATL,10,362,13.1,.467,.216,.225,9.9,19.6,14.6,13.5,1.1,0.6,13.5,18.8,,0.2,0.1,0.3,.042,,-0.7,-1.2,-1.9,0.0
102,Luc Longley,C,27,CHI,18,439,11.1,.513,.000,.285,9.0,14.1,11.4,10.8,0.9,5.2,20.6,19.0,,0.0,0.8,0.8,.091,,-4.3,2.2,-2.1,0.0
103,George Lynch,SF,25,LAL,2,15,0.6,.500,.250,.000,0.0,23.9,11.5,11.4,0.0,0.0,33.3,17.7,,0.0,0.0,0.0,-0.091,,-9.9,2.9,-6.9,0.0
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Sam Mack,SF,25,HOU,6,47,4.1,.368,.600,.200,0.0,23.1,11.1,3.3,1.1,0.0,10.9,17.8,,-0.1,0.0,-0.1,-0.122,,-4.7,-1.6,-6.3,0.0
106,Dan Majerle,SF,30,CLE,3,91,25.4,.626,.639,.250,2.7,15.8,8.7,20.7,2.6,2.1,7.0,24.1,,0.4,0.1,0.4,.229,,9.3,3.0,12.3,0.3
107,Karl Malone*,PF,32,UTA,18,725,23.6,.498,.007,.439,8.1,24.7,16.3,23.2,2.6,1.3,8.6,34.9,,0.9,1.6,2.6,.171,,4.6,1.4,6.0,1.4
108,Danny Manning,PF,29,PHO,4,90,13.8,.476,.021,.167,4.6,9.8,7.0,10.3,2.4,0.8,10.4,28.3,,0.0,0.0,-0.1,-0.052,,-2.4,-0.5,-2.9,0.0
109,Šarūnas Marčiulionis*,SG,31,SAC,4,101,10.1,.407,.621,.517,4.9,3.7,4.3,23.6,5.2,0.0,21.9,20.4,,-0.2,0.2,0.0,.003,,0.0,1.6,1.6,0.1
110,Donny Marshall,SF,23,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.029,,-4.2,-5.1,-9.3,0.0
111,Anthony Mason,SF,29,NYK,8,350,12.1,.559,.000,.359,6.6,14.5,10.9,13.7,0.6,0.2,18.1,15.6,,0.3,0.4,0.7,.096,,0.4,0.8,1.2,0.3
112,Derrick McKey,SF,29,IND,5,180,12.1,.510,.211,.228,5.9,15.8,11.3,10.5,2.2,0.5,18.2,20.3,,0.0,0.3,0.3,.082,,-1.2,1.0,-0.1,0.1
113,Aaron McKie,SG,23,POR,5,134,8.1,.456,.267,.300,3.3,13.1,7.9,12.6,2.5,1.2,20.9,14.8,,-0.1,0.1,-0.1,-0.023,,-3.7,2.4,-1.3,0.0
114,Nate McMillan,PG,31,SEA,19,385,13.9,.559,.580,.203,4.6,17.2,11.4,22.1,3.3,1.1,21.0,11.9,,0.4,0.7,1.1,.140,,1.2,4.4,5.6,0.7
115,Reggie Miller*,SG,30,IND,1,31,35.8,.614,.353,.882,4.3,0.0,2.0,7.4,1.9,0.0,0.0,36.2,,0.3,0.0,0.3,.474,,15.0,3.2,18.2,0.2
116,Chris Mills,SF,26,CLE,3,105,6.0,.344,.152,.030,5.8,15.1,10.0,8.7,1.1,1.8,8.2,17.7,,-0.2,0.0,-0.1,-0.068,,-4.5,-1.5,-6.0,-0.1
117,Terry Mills,PF,28,DET,3,48,8.1,.353,.400,.300,7.9,5.7,6.8,14.5,1.2,0.0,4.2,24.6,,0.0,0.0,-0.1,-0.084,,-3.0,-2.8,-5.9,0.0
118,Chris Morris,SG,30,UTA,18,321,15.0,.495,.349,.151,9.4,18.4,13.9,10.1,2.3,2.3,11.0,19.1,,0.2,0.6,0.8,.126,,1.2,1.4,2.5,0.4
119,Alonzo Mourning*,C,25,MIA,3,92,13.6,.571,.000,.800,3.8,20.4,11.8,9.7,1.2,2.8,25.3,32.1,,-0.1,0.0,-0.1,-0.067,,-2.4,1.1,-1.3,0.0
120,Shaquille O'Neal*,C,23,ORL,12,459,27.4,.575,.000,.565,13.5,19.5,16.5,23.6,1.1,2.8,14.0,32.3,,1.3,0.2,1.5,.156,,5.6,1.2,6.8,1.0
121,Charles Oakley,PF,32,NYK,8,308,12.3,.559,.077,.462,12.3,15.0,13.7,8.6,1.5,0.0,23.0,19.5,,0.0,0.5,0.5,.076,,-1.3,0.6,-0.7,0.1
122,Hakeem Olajuwon*,C,33,HOU,8,329,20.0,.544,.007,.272,5.8,20.6,12.9,18.1,2.3,4.3,15.0,26.9,,0.1,0.4,0.5,.079,,1.2,1.9,3.1,0.4
123,Greg Ostertag,C,22,UTA,15,212,13.1,.489,.000,.467,10.6,19.4,15.0,0.7,0.5,9.0,6.9,13.3,,0.2,0.5,0.6,.144,,-1.8,1.8,0.0,0.1
124,Billy Owens,SF,26,SAC,4,131,8.1,.450,.118,.176,4.7,19.7,12.3,19.4,1.6,0.7,23.1,16.5,,-0.2,0.2,0.0,.014,,-3.3,1.1,-2.2,0.0
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Gary Payton*,PG,27,SEA,21,911,19.0,.568,.299,.326,2.9,11.4,7.5,31.0,2.2,0.6,14.0,23.6,,1.9,1.2,3.1,.162,,3.4,1.6,5.0,1.6
127,Anthony Peeler,SG,26,LAL,3,72,12.5,.487,.519,.148,3.1,9.9,6.4,7.0,4.3,0.0,9.4,19.5,,0.0,0.1,0.1,.097,,-0.4,2.2,1.8,0.1
128,Will Perdue,C,30,SAS,10,242,17.1,.728,.000,.476,13.4,25.8,19.7,3.4,0.5,1.2,17.8,12.3,,0.6,0.2,0.8,.155,,1.0,0.4,1.4,0.2
129,Sam Perkins,PF,34,SEA,21,654,14.2,.579,.444,.311,4.4,12.3,8.7,9.8,1.2,0.8,11.9,18.7,,1.0,0.7,1.7,.122,,2.4,1.0,3.4,0.9
130,Elliot Perry,PG,26,PHO,4,51,16.3,.485,.000,.071,0.0,4.9,2.2,36.5,2.1,0.0,0.0,12.5,,0.1,0.0,0.1,.070,,1.3,-1.0,0.3,0.0
131,Chuck Person,SF,31,SAS,10,284,16.5,.716,.610,.221,2.2,14.5,8.5,9.8,0.4,0.7,11.5,16.2,,0.8,0.0,0.9,.144,,3.2,0.7,3.9,0.4
132,Wesley Person,SG,24,PHO,4,183,9.5,.490,.518,.089,4.6,10.3,7.2,2.5,0.9,0.4,7.9,15.3,,0.1,-0.2,-0.1,-0.029,,-0.3,-2.1,-2.4,0.0
133,Bobby Phills,SG,26,CLE,3,96,8.5,.394,.286,.114,6.3,13.5,9.6,12.1,1.2,1.0,12.0,22.2,,-0.2,0.0,-0.2,-0.081,,-2.4,-3.1,-5.5,-0.1
134,Ricky Pierce,SG,36,IND,5,133,11.1,.457,.170,.426,3.0,0.9,1.8,20.8,3.5,0.7,17.7,24.3,,0.0,0.1,0.1,.034,,-1.1,0.8,-0.3,0.1
135,Scottie Pippen*,SF,30,CHI,18,742,19.4,.473,.366,.279,9.7,15.8,12.6,24.9,3.5,2.0,11.3,22.2,,1.3,1.7,3.0,.195,,4.8,3.0,7.8,1.8
136,Olden Polynice,C,31,SAC,4,141,18.7,.550,.022,.196,14.1,27.9,21.0,4.3,0.4,4.5,5.7,17.0,,0.3,0.2,0.5,.187,,2.7,0.0,2.7,0.2
