,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year
20,Chris Andersen,C,35.0,MIA,72.0,1396.0,18.5,0.6829999999999999,0.044000000000000004,0.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,,3.8,2.2,6.0,0.205,,0.6,0.7,1.2,1.1,2014
21,Alan Anderson,SF,31.0,BRK,78.0,1773.0,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,,0.8,0.9,1.7,0.047,,-1.8,-1.0,-2.8,-0.4,2014
22,James Anderson,SG,24.0,PHI,80.0,2309.0,10.9,0.53,0.49,0.14800000000000002,2.7,11.7,7.0,9.9,1.6,1.0,12.2,15.9,,0.9,0.9,1.9,0.039,,-1.5,-1.0,-2.6,-0.3,2014
23,Ryan Anderson,PF,25.0,NOP,22.0,795.0,18.8,0.5720000000000001,0.46299999999999997,0.175,9.5,11.3,10.4,3.6,0.7,0.7,5.0,22.9,,2.2,0.1,2.3,0.138,,4.5,-3.2,1.4,0.6,2014
24,Giannis Antetokounmpo,SF,19.0,MIL,77.0,1897.0,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,,0.1,1.1,1.2,0.031,,-2.4,-0.1,-2.5,-0.2,2014
25,Carmelo Anthony,PF,29.0,NYK,77.0,2982.0,24.4,0.561,0.253,0.32899999999999996,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,,8.1,2.5,10.7,0.172,,5.8,-0.8,5.0,5.3,2014
26,Joel Anthony,C,31.0,TOT,33.0,186.0,8.1,0.39399999999999996,0.0,0.25,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,,0.0,0.2,0.2,0.044000000000000004,,-4.1,-0.7,-4.8,-0.1,2014
29,Pero Antić,C,31.0,ATL,50.0,925.0,11.7,0.545,0.5820000000000001,0.22399999999999998,7.2,18.9,13.1,9.8,1.0,1.0,14.5,18.6,,0.5,0.9,1.4,0.075,,-1.6,-0.7,-2.3,-0.1,2014
31,Trevor Ariza,SF,28.0,WAS,77.0,2723.0,15.8,0.59,0.518,0.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,,4.3,3.7,8.0,0.141,,1.3,1.0,2.3,3.0,2014
32,Hilton Armstrong,C,29.0,GSW,15.0,97.0,17.0,0.48,0.0,0.8420000000000001,21.8,31.0,26.5,7.1,2.1,3.1,18.7,14.5,,0.1,0.2,0.3,0.162,,-0.7,0.5,-0.1,0.0,2014
33,Darrell Arthur,SF,25.0,DEN,68.0,1161.0,9.4,0.45899999999999996,0.156,0.151,4.8,14.7,9.8,8.0,1.6,3.0,11.7,18.1,,-0.5,1.2,0.7,0.028999999999999998,,-4.0,0.8,-3.2,-0.4,2014
34,Ömer Aşık,C,27.0,HOU,48.0,968.0,14.0,0.57,0.0,0.6629999999999999,12.3,30.1,21.7,3.8,0.7,2.8,19.4,13.8,,1.0,1.5,2.4,0.121,,-1.2,-0.3,-1.5,0.1,2014
35,D.J. Augustin,PG,26.0,TOT,71.0,1939.0,16.2,0.569,0.462,0.316,0.9,6.7,3.8,28.9,1.5,0.1,13.3,22.4,,3.8,2.4,6.2,0.154,,1.9,-0.4,1.4,1.7,2014
38,Gustavo Ayón,C,28.0,ATL,26.0,429.0,12.9,0.505,0.0,0.196,11.4,22.3,16.9,10.0,3.0,1.8,20.7,14.8,,0.0,0.7,0.7,0.078,,-2.5,1.4,-1.2,0.1,2014
39,Jeff Ayres,PF,26.0,SAS,73.0,952.0,11.1,0.605,0.0,0.316,11.0,19.2,15.3,8.6,0.7,1.9,24.1,12.4,,1.0,1.4,2.4,0.121,,-3.0,1.0,-2.1,0.0,2014
40,Chris Babb,SG,23.0,BOS,14.0,132.0,3.7,0.36700000000000005,0.9,0.0,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,,-0.1,0.1,0.0,-0.008,,-6.0,-0.1,-6.1,-0.1,2014
41,Luke Babbitt,PF,24.0,NOP,27.0,473.0,12.1,0.525,0.617,0.11699999999999999,4.4,17.5,10.8,9.4,0.8,1.9,8.5,17.0,,0.5,0.2,0.7,0.07400000000000001,,0.0,-1.1,-1.1,0.1,2014
42,Leandro Barbosa,PG,31.0,PHO,20.0,368.0,11.5,0.506,0.191,0.298,1.5,9.7,5.6,13.4,1.0,0.8,11.4,20.0,,0.2,0.2,0.4,0.057999999999999996,,-1.8,-1.0,-2.8,-0.1,2014
43,J.J. Barea,PG,29.0,MIN,79.0,1471.0,11.6,0.47100000000000003,0.35200000000000004,0.152,1.2,10.5,5.7,32.7,0.9,0.0,15.2,23.9,,-0.1,0.9,0.7,0.024,,-0.9,-1.8,-2.7,-0.3,2014
44,Andrea Bargnani,C,28.0,NYK,42.0,1257.0,14.5,0.51,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,,0.8,0.7,1.5,0.057999999999999996,,-0.7,-1.6,-2.3,-0.1,2014
45,Harrison Barnes,SF,21.0,GSW,78.0,2204.0,9.8,0.486,0.28,0.267,3.3,11.9,7.7,7.6,1.5,0.7,10.0,16.8,,0.4,2.8,3.2,0.07,,-2.2,0.5,-1.6,0.2,2014
46,Matt Barnes,SF,33.0,LAC,63.0,1735.0,12.0,0.552,0.537,0.171,4.0,14.4,9.3,10.6,1.6,1.2,13.0,16.6,,1.5,2.0,3.5,0.09699999999999999,,-0.4,0.2,-0.2,0.8,2014
47,Will Barton,SG,23.0,POR,41.0,387.0,13.5,0.488,0.212,0.205,4.5,16.0,10.3,13.3,1.2,1.3,9.6,21.2,,0.3,0.4,0.6,0.078,,-1.2,-0.1,-1.3,0.1,2014
48,Brandon Bass,PF,28.0,BOS,82.0,2266.0,15.0,0.5489999999999999,0.008,0.33,7.8,15.9,11.8,6.4,0.8,2.4,10.9,18.2,,3.2,1.9,5.1,0.107,,-0.6,-0.6,-1.1,0.5,2014
49,Shane Battier,SF,35.0,MIA,73.0,1468.0,8.7,0.523,0.764,0.084,3.0,8.6,5.9,6.0,1.8,2.3,6.9,10.0,,1.0,1.4,2.4,0.078,,-0.6,0.6,0.0,0.7,2014
50,Nicolas Batum,SF,25.0,POR,82.0,2956.0,15.8,0.589,0.491,0.248,4.3,17.8,11.1,20.9,1.3,1.3,18.6,16.5,,4.8,3.1,7.9,0.128,,2.2,1.2,3.4,4.0,2014
51,Jerryd Bayless,PG,25.0,TOT,72.0,1686.0,12.0,0.498,0.344,0.191,1.5,8.6,5.0,18.5,1.9,0.4,10.9,20.1,,1.1,1.3,2.4,0.069,,-1.6,-0.2,-1.8,0.1,2014
54,Aron Baynes,C,27.0,SAS,53.0,491.0,9.7,0.467,0.0,0.129,13.6,19.4,16.6,9.9,0.2,0.7,17.3,19.2,,-0.1,0.6,0.6,0.055,,-4.7,-1.0,-5.7,-0.5,2014
56,Kent Bazemore,SG,24.0,TOT,67.0,911.0,11.2,0.515,0.373,0.318,1.2,12.6,6.9,15.7,2.3,1.0,16.8,22.6,,-0.6,0.8,0.2,0.011000000000000001,,-3.0,-0.2,-3.3,-0.3,2014
59,Bradley Beal,SG,20.0,WAS,73.0,2530.0,14.3,0.507,0.299,0.16399999999999998,2.4,10.2,6.3,16.0,1.4,0.6,9.4,24.3,,1.6,2.4,4.0,0.076,,0.3,-0.7,-0.4,1.0,2014
60,Michael Beasley,SF,25.0,MIA,55.0,831.0,16.8,0.5589999999999999,0.152,0.223,4.9,20.5,13.0,8.8,1.5,2.2,12.8,25.7,,0.5,1.1,1.6,0.092,,-1.1,-0.9,-2.0,0.0,2014
61,Marco Belinelli,SF,27.0,SAS,80.0,2016.0,15.0,0.605,0.42200000000000004,0.188,1.0,11.2,6.3,13.2,1.3,0.3,11.2,19.0,,3.5,2.4,5.9,0.14,,1.0,0.3,1.3,1.7,2014
62,Anthony Bennett,PF,20.0,CLE,52.0,663.0,6.9,0.425,0.23600000000000002,0.307,8.1,18.4,13.1,4.0,1.6,1.0,15.5,20.3,,-1.1,0.7,-0.4,-0.027999999999999997,,-6.0,-1.3,-7.4,-0.9,2014
63,Patrick Beverley,PG,25.0,HOU,56.0,1751.0,12.4,0.545,0.53,0.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2,14.8,,2.7,1.6,4.2,0.11599999999999999,,-0.3,0.9,0.6,1.2,2014
64,Andris Biedriņš,C,27.0,UTA,6.0,45.0,2.4,0.41200000000000003,0.0,6.0,5.0,39.7,21.8,0.0,0.0,0.0,35.5,5.7,,-0.1,0.0,0.0,-0.033,,-6.2,-2.0,-8.2,-0.1,2014
65,Chauncey Billups,SG,37.0,DET,19.0,309.0,5.3,0.42700000000000005,0.608,0.152,1.3,8.9,4.9,18.7,1.3,0.3,22.9,15.1,,-0.3,0.1,-0.3,-0.042,,-4.2,-1.6,-5.8,-0.3,2014
66,Bismack Biyombo,C,21.0,CHA,77.0,1072.0,13.3,0.606,0.0,0.618,11.0,27.6,19.3,1.1,0.3,6.3,17.9,9.6,,1.1,2.1,3.2,0.14400000000000002,,-2.9,1.7,-1.2,0.2,2014
67,DeJuan Blair,PF,24.0,DAL,78.0,1214.0,17.3,0.557,0.005,0.308,13.3,21.6,17.5,8.9,2.5,1.4,14.7,19.6,,1.8,1.5,3.4,0.133,,-1.2,0.1,-1.1,0.3,2014
68,Steve Blake,PG,33.0,TOT,55.0,1498.0,11.0,0.508,0.595,0.122,0.9,10.4,5.7,28.8,1.8,0.4,21.5,13.8,,0.7,1.1,1.8,0.057999999999999996,,-1.2,0.1,-1.1,0.4,2014
71,Andray Blatche,PF,27.0,BRK,73.0,1618.0,18.8,0.532,0.08,0.32799999999999996,8.9,19.9,14.4,12.8,2.4,2.0,12.5,25.6,,1.6,2.1,3.7,0.109,,0.1,-0.1,0.0,0.8,2014
72,Eric Bledsoe,PG,24.0,PHO,43.0,1416.0,19.6,0.578,0.252,0.426,2.1,13.8,8.0,27.0,2.4,0.8,17.8,24.9,,2.6,1.6,4.1,0.14,,2.3,0.7,3.1,1.8,2014
73,Vander Blue,SG,21.0,BOS,3.0,15.0,0.5,0.40299999999999997,0.25,1.25,0.0,23.4,11.4,10.7,0.0,0.0,24.4,24.3,,-0.1,0.0,-0.1,-0.214,,-10.0,-3.8,-13.8,0.0,2014
74,Keith Bogans,SG,33.0,BOS,6.0,55.0,9.9,0.82,1.0,0.5,0.0,6.4,3.1,7.7,0.9,0.0,12.0,6.7,,0.1,0.0,0.1,0.121,,-1.4,-0.6,-2.0,0.0,2014
75,Andrew Bogut,C,29.0,GSW,67.0,1769.0,17.0,0.61,0.0,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,,2.4,4.0,6.5,0.17600000000000002,,-0.2,3.2,3.0,2.2,2014
76,Matt Bonner,PF,33.0,SAS,61.0,690.0,11.2,0.5820000000000001,0.598,0.073,2.7,17.9,10.6,6.1,1.1,1.2,8.6,12.1,,0.8,1.0,1.8,0.12300000000000001,,0.0,1.1,1.0,0.5,2014
77,Trevor Booker,PF,26.0,WAS,72.0,1553.0,15.0,0.563,0.005,0.18899999999999997,10.9,17.5,14.1,6.3,1.4,2.4,11.7,14.4,,2.3,2.0,4.3,0.132,,-0.5,0.4,-0.1,0.7,2014
78,Carlos Boozer,PF,32.0,CHI,76.0,2141.0,14.4,0.489,0.002,0.19699999999999998,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,,-0.9,4.3,3.4,0.076,,-2.3,0.2,-2.1,-0.1,2014
79,Chris Bosh,C,29.0,MIA,79.0,2531.0,19.0,0.597,0.22899999999999998,0.285,5.1,20.3,13.0,5.8,1.7,2.7,10.4,22.6,,4.6,3.4,8.0,0.152,,1.3,-0.4,0.8,1.8,2014
81,Avery Bradley,SG,23.0,BOS,60.0,1855.0,12.7,0.51,0.242,0.136,2.9,11.2,6.9,8.1,1.7,0.5,9.9,23.2,,0.4,1.4,1.8,0.046,,-1.1,-0.8,-1.9,0.1,2014
82,Elton Brand,C,34.0,ATL,73.0,1414.0,14.0,0.561,0.006,0.28300000000000003,8.0,21.5,14.8,8.1,1.4,4.9,13.8,13.9,,1.4,2.1,3.6,0.121,,-2.4,1.6,-0.8,0.4,2014
83,Corey Brewer,SF,27.0,MIN,81.0,2609.0,12.7,0.55,0.261,0.281,2.6,6.2,4.3,7.9,2.9,0.9,10.4,16.5,,2.4,2.7,5.2,0.095,,-1.7,1.5,-0.2,1.2,2014
84,Ronnie Brewer,SF,28.0,TOT,24.0,160.0,3.4,0.22,0.5329999999999999,0.133,1.5,7.9,4.9,8.1,1.9,0.5,11.2,4.9,,-0.1,0.1,0.0,0.004,,-3.8,1.4,-2.4,0.0,2014
87,Aaron Brooks,PG,29.0,TOT,72.0,1557.0,12.5,0.518,0.42700000000000005,0.16399999999999998,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,,1.3,0.9,2.2,0.067,,-0.2,-0.8,-1.0,0.4,2014
90,MarShon Brooks,SG,25.0,TOT,35.0,316.0,15.5,0.551,0.2,0.35200000000000004,3.4,15.5,9.3,12.9,2.2,0.9,14.3,23.4,,0.1,0.3,0.4,0.06,,-0.6,-0.5,-1.1,0.1,2014
94,Lorenzo Brown,PG,23.0,PHI,26.0,224.0,8.2,0.349,0.349,0.151,3.7,10.0,6.8,27.5,2.8,1.1,14.9,20.4,,-0.5,0.2,-0.3,-0.068,,-4.5,-0.7,-5.2,-0.2,2014
95,Shannon Brown,SG,28.0,TOT,29.0,251.0,4.7,0.419,0.03,0.318,3.2,9.5,6.4,5.0,2.7,0.0,19.3,17.1,,-0.5,0.3,-0.3,-0.05,,-6.6,-0.1,-6.8,-0.3,2014
98,Kobe Bryant,SG,35.0,LAL,6.0,177.0,10.7,0.505,0.21899999999999997,0.28800000000000003,1.2,14.5,7.8,34.6,1.9,0.4,29.2,28.7,,-0.5,0.1,-0.4,-0.09699999999999999,,-3.1,-2.1,-5.1,-0.1,2014
99,Chase Budinger,SF,25.0,MIN,41.0,751.0,9.7,0.505,0.47200000000000003,0.154,2.7,12.5,7.5,6.2,1.2,0.2,8.1,16.7,,0.3,0.6,0.9,0.059000000000000004,,-1.7,-0.8,-2.5,-0.1,2014
100,Reggie Bullock,SF,22.0,LAC,43.0,395.0,6.7,0.46,0.603,0.07400000000000001,3.2,11.7,7.6,4.3,1.1,0.2,9.4,15.4,,-0.2,0.3,0.2,0.019,,-2.5,-0.9,-3.3,-0.1,2014
101,Trey Burke,PG,21.0,UTA,70.0,2262.0,12.6,0.473,0.375,0.126,1.8,9.0,5.3,29.4,1.0,0.2,12.2,21.8,,1.0,0.0,0.9,0.02,,0.0,-2.6,-2.6,-0.4,2014
102,Alec Burks,SG,22.0,UTA,78.0,2193.0,15.8,0.547,0.172,0.449,3.0,10.7,6.8,16.9,1.7,0.5,13.0,23.9,,2.6,0.6,3.2,0.07,,0.2,-1.0,-0.8,0.7,2014
103,Caron Butler,SF,33.0,TOT,56.0,1419.0,12.2,0.512,0.461,0.139,1.7,16.8,9.2,9.6,1.7,1.0,9.5,20.1,,0.6,1.2,1.8,0.062,,-0.6,-0.8,-1.4,0.2,2014
106,Jimmy Butler,SG,24.0,CHI,67.0,2591.0,13.5,0.522,0.34600000000000003,0.488,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,,2.4,4.6,7.1,0.131,,-0.9,2.0,1.1,2.0,2014
107,Rasual Butler,SG,34.0,IND,50.0,378.0,12.2,0.585,0.564,0.127,1.9,9.9,6.1,7.4,1.0,1.8,8.7,15.4,,0.5,0.6,1.1,0.138,,0.0,0.3,0.3,0.2,2014
108,Dwight Buycks,PG,24.0,TOR,14.0,146.0,7.2,0.414,0.354,0.188,3.2,15.2,9.2,10.6,2.9,0.0,16.1,19.3,,-0.2,0.2,0.0,-0.009000000000000001,,-4.4,1.1,-3.4,0.0,2014
109,Andrew Bynum,C,26.0,TOT,26.0,516.0,15.2,0.456,0.0,0.218,11.4,20.3,15.8,9.7,0.6,4.7,12.1,24.3,,-0.2,0.6,0.4,0.038,,-1.4,-0.5,-1.9,0.0,2014
112,Will Bynum,PG,31.0,DET,56.0,1054.0,14.4,0.502,0.14400000000000002,0.281,2.4,8.2,5.1,32.5,1.9,0.5,17.6,23.8,,0.6,0.4,1.0,0.047,,-0.6,-1.5,-2.1,0.0,2014
113,Nick Calathes,SG,24.0,MEM,71.0,1173.0,12.3,0.506,0.196,0.23199999999999998,2.3,11.5,6.9,26.5,3.0,0.6,22.8,17.5,,-0.1,1.6,1.5,0.062,,-2.5,1.6,-0.9,0.3,2014
115,José Calderón,PG,32.0,DAL,81.0,2468.0,15.2,0.596,0.568,0.084,1.4,7.6,4.5,22.4,1.4,0.4,11.7,16.2,,5.4,0.8,6.3,0.122,,2.5,-0.7,1.9,2.4,2014
116,Kentavious Caldwell-Pope,SG,20.0,DET,80.0,1583.0,9.4,0.483,0.402,0.133,2.5,8.6,5.4,5.0,2.4,0.6,5.4,13.9,,1.0,0.8,1.8,0.055,,-3.0,0.5,-2.6,-0.2,2014
117,Isaiah Canaan,PG,22.0,HOU,22.0,252.0,9.5,0.506,0.632,0.33299999999999996,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21.0,,0.0,0.2,0.2,0.031,,-2.5,-1.5,-4.0,-0.1,2014
118,DeMarre Carroll,SF,27.0,ATL,73.0,2341.0,13.9,0.575,0.41700000000000004,0.22,5.3,14.5,10.0,8.9,2.3,0.7,10.1,15.2,,3.2,2.6,5.8,0.11900000000000001,,-0.1,0.7,0.7,1.6,2014
119,Vince Carter,SG,37.0,DAL,81.0,1973.0,15.9,0.539,0.457,0.242,4.0,12.6,8.3,16.5,1.6,1.5,10.7,23.1,,3.0,1.3,4.3,0.105,,1.8,-0.5,1.2,1.6,2014
120,Michael Carter-Williams,PG,22.0,PHI,70.0,2414.0,15.5,0.48,0.19699999999999998,0.348,4.3,15.6,9.8,30.2,2.6,1.4,16.9,25.7,,-0.8,2.1,1.3,0.026000000000000002,,-0.2,-0.2,-0.5,0.9,2014
121,Omri Casspi,PF,25.0,HOU,71.0,1283.0,12.9,0.528,0.429,0.298,5.1,16.8,11.3,10.5,1.7,0.8,13.4,18.3,,1.0,1.4,2.4,0.091,,-0.4,0.0,-0.3,0.5,2014
122,Mario Chalmers,PG,27.0,MIA,73.0,2178.0,14.0,0.5670000000000001,0.40399999999999997,0.29100000000000004,2.5,9.6,6.2,24.3,2.9,0.6,20.4,17.4,,2.4,2.5,4.8,0.106,,-0.3,0.5,0.2,1.2,2014
123,Tyson Chandler,C,31.0,NYK,55.0,1662.0,16.4,0.615,0.003,0.48100000000000004,10.9,27.0,18.7,5.5,1.2,3.4,15.4,12.9,,3.1,1.9,4.9,0.14300000000000002,,0.3,-0.1,0.2,0.9,2014
124,Wilson Chandler,SF,26.0,DEN,62.0,1927.0,12.4,0.526,0.47600000000000003,0.20600000000000002,3.2,13.3,8.2,9.3,1.2,1.2,8.9,19.5,,1.8,1.2,3.1,0.076,,-0.1,-0.6,-0.8,0.6,2014
125,Josh Childress,SF,30.0,NOP,4.0,24.0,3.9,,,,0.0,14.7,7.3,10.7,2.2,0.0,100.0,1.9,,0.0,0.0,0.0,-0.003,,-4.1,0.9,-3.3,0.0,2014
126,Dionte Christmas,SF,27.0,PHO,31.0,198.0,11.1,0.489,0.5,0.387,7.4,14.1,10.8,5.8,0.5,1.1,7.6,17.4,,0.2,0.1,0.3,0.083,,-0.5,-1.3,-1.8,0.0,2014
127,Earl Clark,PF,26.0,TOT,54.0,768.0,9.1,0.466,0.467,0.13,3.2,18.2,10.5,3.7,1.1,2.8,10.1,17.9,,-0.4,0.8,0.3,0.02,,-2.5,-0.1,-2.6,-0.1,2014
130,Ian Clark,SG,22.0,UTA,23.0,172.0,9.2,0.485,0.46299999999999997,0.10400000000000001,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,,-0.2,0.1,-0.1,-0.025,,-2.9,-0.3,-3.2,-0.1,2014
131,Victor Claver,SF,25.0,POR,21.0,184.0,8.8,0.502,0.429,0.262,5.3,17.4,11.4,9.1,0.8,1.1,19.0,13.7,,0.0,0.2,0.2,0.047,,-3.2,0.0,-3.2,-0.1,2014
132,Norris Cole,PG,25.0,MIA,82.0,2014.0,8.8,0.49700000000000005,0.348,0.136,1.1,8.6,5.0,17.9,2.0,0.2,19.3,15.6,,-0.5,1.7,1.2,0.028999999999999998,,-2.8,-0.4,-3.1,-0.6,2014
133,Jason Collins,C,35.0,BRK,22.0,172.0,4.1,0.485,0.125,0.16699999999999998,4.9,8.3,6.6,3.5,2.4,0.5,21.4,8.9,,-0.1,0.1,0.1,0.017,,-6.4,-0.3,-6.7,-0.2,2014
134,Darren Collison,PG,26.0,LAC,80.0,2069.0,16.2,0.575,0.272,0.32299999999999995,2.6,7.3,5.0,21.9,2.2,0.6,14.3,19.7,,3.8,2.0,5.9,0.136,,1.1,0.4,1.5,1.8,2014
135,Nick Collison,PF,33.0,OKC,81.0,1353.0,11.8,0.599,0.071,0.386,10.2,14.1,12.2,10.9,1.1,1.7,20.1,11.6,,2.0,1.6,3.6,0.128,,-1.3,0.5,-0.9,0.4,2014
136,Mike Conley,PG,26.0,MEM,73.0,2446.0,20.0,0.545,0.28300000000000003,0.268,2.0,8.4,5.2,30.1,2.4,0.4,11.5,24.6,,5.5,2.7,8.2,0.161,,3.4,0.3,3.8,3.6,2014
138,Chris Copeland,SF,29.0,IND,41.0,265.0,17.6,0.621,0.675,0.12,3.1,10.1,6.8,12.6,0.6,2.0,10.2,23.7,,0.6,0.4,1.0,0.18600000000000003,,4.2,0.3,4.5,0.4,2014
139,DeMarcus Cousins,C,23.0,SAC,71.0,2298.0,26.1,0.555,0.006,0.5,10.6,30.5,20.4,17.8,2.4,3.2,14.7,32.7,,4.1,3.8,7.9,0.166,,3.6,1.6,5.2,4.2,2014
140,Robert Covington,SF,23.0,HOU,7.0,34.0,15.0,0.5710000000000001,0.7859999999999999,0.0,6.9,9.3,8.2,0.0,2.9,0.0,6.7,19.3,,0.1,0.0,0.1,0.122,,1.5,-0.8,0.7,0.0,2014
141,Allen Crabbe,SG,21.0,POR,15.0,100.0,7.7,0.475,0.424,0.121,1.1,8.5,4.8,8.7,1.0,0.7,7.9,16.5,,0.0,0.1,0.1,0.037000000000000005,,-4.6,-1.4,-6.1,-0.1,2014
142,Jamal Crawford,SG,33.0,LAC,69.0,2094.0,17.3,0.556,0.441,0.318,1.9,6.4,4.2,17.4,1.4,0.4,10.5,27.2,,3.8,1.5,5.3,0.122,,3.0,-1.4,1.6,1.9,2014
143,Jordan Crawford,SG-PG,25.0,TOT,81.0,1859.0,14.3,0.516,0.36200000000000004,0.214,1.7,9.5,5.5,25.1,1.3,0.2,13.4,23.7,,1.5,1.4,2.8,0.073,,0.6,-1.2,-0.6,0.6,2014
146,Jae Crowder,SF,23.0,DAL,78.0,1254.0,11.9,0.551,0.51,0.20600000000000002,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,,1.2,1.1,2.3,0.08900000000000001,,-0.7,0.8,0.2,0.7,2014
147,Dante Cunningham,PF,26.0,MIN,81.0,1635.0,12.6,0.474,0.01,0.132,7.3,14.9,11.0,7.7,1.9,2.7,7.2,15.1,,0.9,2.0,2.9,0.085,,-1.7,0.9,-0.8,0.5,2014
148,Jared Cunningham,SG,22.0,TOT,13.0,80.0,8.5,0.46399999999999997,0.33299999999999996,0.762,1.4,7.2,4.3,14.4,1.9,0.0,6.7,16.6,,0.1,0.0,0.1,0.075,,-5.1,1.1,-4.1,0.0,2014
151,Seth Curry,PG,23.0,TOT,2.0,13.0,13.8,0.5,0.33299999999999996,0.0,0.0,8.8,4.3,0.0,7.9,0.0,0.0,10.3,,0.0,0.0,0.0,0.131,,-2.5,7.1,4.7,0.0,2014
154,Stephen Curry,PG,25.0,GSW,78.0,2846.0,24.1,0.61,0.445,0.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,,9.3,4.0,13.4,0.225,,6.3,1.1,7.4,6.7,2014
155,Samuel Dalembert,C,32.0,DAL,80.0,1614.0,16.8,0.605,0.003,0.363,14.4,24.2,19.4,3.4,1.3,4.8,17.1,14.8,,2.9,2.1,4.9,0.147,,-0.9,0.1,-0.8,0.5,2014
156,Troy Daniels,SG,22.0,HOU,5.0,75.0,16.0,0.677,0.8059999999999999,0.0,0.0,5.6,3.0,11.4,0.0,0.0,8.8,19.9,,0.2,0.0,0.2,0.15,,3.7,-3.3,0.4,0.0,2014
