,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Tariq Abdul-Wahad,SG,28.0,DAL,8.0,0.0,9.9,1.1,3.8,0.3,0.0,0.3,0.0,1.1,3.5,0.321,0.3,0.9,1.0,0.875,1.4,1.4,2.8,0.9,0.0,0.0,0.1,0.8,3.1,2003
1,Courtney Alexander,PG,25.0,NOH,5.0,0.0,7.8,1.4,3.2,0.43799999999999994,0.2,0.2,1.0,1.2,3.0,0.4,0.469,0.6,0.8,0.75,0.4,0.4,0.8,0.2,0.4,0.0,0.2,1.2,3.6,2003
2,John Amaechi,C,32.0,UTA,2.0,0.0,8.0,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,1.0,2.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2003
3,Derek Anderson,PG,28.0,POR,2.0,2.0,11.0,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.33299999999999996,0.25,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,2003
4,Kenny Anderson,PG,32.0,NOH,5.0,0.0,10.2,0.8,2.4,0.33299999999999996,0.0,0.0,,0.8,2.4,0.33299999999999996,0.33299999999999996,0.6,0.6,1.0,0.0,0.4,0.4,1.8,0.6,0.0,0.8,1.2,2.2,2003
5,Darrell Armstrong,PG,34.0,ORL,7.0,1.0,32.3,2.9,6.3,0.455,0.9,2.6,0.33299999999999996,2.0,3.7,0.5379999999999999,0.523,2.9,3.1,0.909,1.0,1.4,2.4,3.7,0.9,0.0,2.4,3.1,9.4,2003
6,Carlos Arroyo,PG,23.0,UTA,3.0,0.0,9.0,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,1.0,1.3,0.75,0.7,0.0,0.7,1.7,0.0,0.0,0.0,0.7,3.0,2003
7,Chucky Atkins,PG,28.0,DET,17.0,3.0,18.4,1.9,5.4,0.35200000000000004,1.1,2.9,0.36700000000000005,0.8,2.5,0.33299999999999996,0.451,1.2,1.5,0.8079999999999999,0.1,1.1,1.2,1.5,1.0,0.0,1.1,2.3,6.1,2003
8,Stacey Augmon,SG,34.0,NOH,4.0,0.0,17.3,1.3,3.8,0.33299999999999996,0.0,0.0,,1.3,3.8,0.33299999999999996,0.33299999999999996,1.8,2.0,0.875,0.3,2.3,2.5,0.8,0.8,0.0,0.8,2.0,4.3,2003
9,Jon Barry,SG,33.0,DET,14.0,0.0,12.3,1.6,3.9,0.426,1.1,2.4,0.455,0.6,1.5,0.381,0.565,0.6,0.6,1.0,0.4,1.4,1.7,1.4,0.6,0.1,0.5,1.0,5.0,2003
10,Tony Battie,C,26.0,BOS,10.0,10.0,21.3,3.1,5.5,0.564,0.0,0.3,0.0,3.1,5.2,0.596,0.564,0.4,0.8,0.5,1.3,3.6,4.9,0.5,0.4,1.4,0.7,4.2,6.6,2003
11,Raja Bell,SG,26.0,DAL,17.0,7.0,17.9,2.4,4.3,0.5479999999999999,0.4,0.8,0.462,2.0,3.5,0.5670000000000001,0.589,0.6,1.2,0.55,0.8,2.2,3.0,1.6,0.3,0.0,0.4,2.4,5.7,2003
12,Jonathan Bender,SF,22.0,IND,3.0,0.0,11.3,1.7,5.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.7,2.0,0.33299999999999996,0.433,1.3,2.0,0.667,1.0,1.3,2.3,0.0,0.0,0.7,0.0,0.7,5.7,2003
13,Mike Bibby,PG,24.0,SAC,12.0,12.0,33.7,4.8,11.3,0.42200000000000004,0.9,3.3,0.282,3.8,8.0,0.479,0.46299999999999997,2.3,2.8,0.794,0.7,1.9,2.6,5.0,1.2,0.4,1.5,2.6,12.7,2003
14,Chauncey Billups,PG,26.0,DET,14.0,14.0,34.6,5.1,13.6,0.374,1.9,6.0,0.31,3.2,7.6,0.425,0.442,6.0,6.4,0.9329999999999999,0.3,3.1,3.4,4.7,0.6,0.1,2.4,2.7,18.0,2003
