,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Alaa Abdelnaby,PF,25.0,BOS,13.0,0.0,12.2,1.8,4.2,0.436,0.0,0.0,,1.8,4.2,0.436,0.436,1.2,1.9,0.64,0.9,2.6,3.5,0.2,0.2,0.2,1.3,1.5,4.9,1994
1,Mahmoud Abdul-Rauf,PG,24.0,DEN,80.0,78.0,32.7,7.4,16.0,0.46,0.5,1.7,0.316,6.8,14.3,0.47600000000000003,0.47600000000000003,2.7,2.9,0.956,0.3,1.8,2.1,4.5,1.0,0.1,1.9,1.9,18.0,1994
2,Michael Adams,PG,31.0,WSB,70.0,67.0,33.4,4.1,10.0,0.408,0.8,2.7,0.28800000000000003,3.3,7.2,0.45399999999999996,0.44799999999999995,3.2,3.9,0.83,0.5,2.1,2.6,6.9,1.4,0.1,2.4,2.0,12.1,1994
3,Mark Aguirre,SF,34.0,LAC,39.0,0.0,22.0,4.2,8.9,0.46799999999999997,0.9,2.4,0.39799999999999996,3.2,6.5,0.494,0.522,1.3,1.8,0.6940000000000001,0.7,2.3,3.0,2.7,0.5,0.2,1.8,2.5,10.6,1994
4,Danny Ainge,SG,34.0,PHO,68.0,1.0,22.9,3.3,7.9,0.41700000000000004,1.2,3.6,0.32799999999999996,2.1,4.3,0.491,0.49200000000000005,1.1,1.4,0.83,0.4,1.5,1.9,2.6,0.8,0.1,1.2,2.1,8.9,1994
5,Gary Alexander,PF,24.0,TOT,11.0,0.0,5.0,0.7,1.3,0.5710000000000001,0.0,0.0,,0.7,1.3,0.5710000000000001,0.5710000000000001,0.3,0.8,0.33299999999999996,0.6,0.7,1.4,0.2,0.3,0.0,0.7,0.9,1.7,1994
8,Victor Alexander,C,24.0,GSW,69.0,39.0,19.1,3.9,7.3,0.53,0.0,0.2,0.154,3.8,7.1,0.54,0.532,1.0,1.9,0.527,1.7,2.8,4.5,1.0,0.4,0.5,1.2,2.4,8.7,1994
9,Eric Anderson,PF,23.0,NYK,11.0,0.0,3.5,0.6,1.5,0.41200000000000003,0.2,0.2,1.0,0.5,1.4,0.33299999999999996,0.47100000000000003,0.5,1.3,0.35700000000000004,0.5,1.0,1.5,0.2,0.0,0.1,0.2,0.8,1.9,1994
10,Greg Anderson,PF,29.0,DET,77.0,47.0,21.1,2.6,4.8,0.5429999999999999,0.0,0.0,0.33299999999999996,2.6,4.8,0.545,0.545,1.1,2.0,0.5710000000000001,2.4,5.0,7.4,0.7,0.7,0.9,1.2,3.0,6.4,1994
11,Kenny Anderson,PG,23.0,NJN,82.0,82.0,38.2,7.0,16.8,0.41700000000000004,0.5,1.6,0.303,6.5,15.2,0.429,0.43200000000000005,4.2,5.2,0.818,1.1,2.8,3.9,9.6,1.9,0.2,3.2,2.5,18.8,1994
12,Nick Anderson,SG,26.0,ORL,81.0,81.0,34.7,6.2,13.0,0.478,1.2,3.9,0.322,5.0,9.1,0.545,0.526,2.1,3.1,0.672,1.4,4.5,5.9,3.6,1.7,0.4,2.0,1.8,15.8,1994
13,Ron Anderson,SF,35.0,TOT,21.0,2.0,17.0,1.7,4.1,0.40700000000000003,0.3,1.2,0.26899999999999996,1.3,2.9,0.467,0.44799999999999995,0.9,1.1,0.826,0.8,1.8,2.5,0.8,0.4,0.1,0.5,0.8,4.6,1994
16,Willie Anderson,SG,27.0,SAS,80.0,79.0,31.1,4.9,10.5,0.47100000000000003,0.3,0.9,0.324,4.7,9.6,0.484,0.484,1.8,2.1,0.848,0.9,2.2,3.0,4.3,0.9,0.6,1.9,2.3,11.9,1994
17,Greg Anthony,PG,26.0,NYK,80.0,36.0,24.9,2.8,7.1,0.39399999999999996,0.6,2.0,0.3,2.2,5.1,0.431,0.436,1.6,2.1,0.774,0.5,1.8,2.4,4.6,1.4,0.2,1.6,2.0,7.9,1994
18,B.J. Armstrong,PG,26.0,CHI,82.0,82.0,33.8,5.8,12.3,0.47600000000000003,0.7,1.6,0.444,5.1,10.6,0.48100000000000004,0.505,2.4,2.8,0.855,0.3,1.7,2.1,3.9,1.0,0.1,1.6,1.8,14.8,1994
19,Vincent Askew,SG,27.0,SEA,80.0,3.0,21.1,3.4,7.1,0.48100000000000004,0.1,0.4,0.19399999999999998,3.3,6.7,0.498,0.48700000000000004,2.2,2.6,0.8290000000000001,0.8,1.6,2.3,2.4,0.9,0.2,0.9,1.8,9.1,1994
20,Keith Askins,SF,26.0,MIA,37.0,0.0,8.6,1.0,2.4,0.409,0.1,0.6,0.19,0.9,1.8,0.478,0.43200000000000005,0.2,0.3,0.9,0.9,1.3,2.2,0.4,0.3,0.0,0.6,1.5,2.3,1994
21,Stacey Augmon,SG,25.0,ATL,82.0,82.0,31.8,5.4,10.5,0.51,0.0,0.1,0.14300000000000002,5.3,10.4,0.513,0.51,4.1,5.3,0.764,2.2,2.6,4.8,2.3,1.8,0.5,1.8,2.2,14.8,1994
22,Isaac Austin,C,24.0,PHI,14.0,0.0,14.4,2.1,4.7,0.439,0.0,0.1,0.0,2.1,4.6,0.446,0.439,1.0,1.6,0.609,1.8,3.1,4.9,1.2,0.4,0.7,1.2,2.1,5.1,1994
23,Anthony Avent,PF,24.0,TOT,74.0,40.0,18.5,2.0,5.4,0.377,0.0,0.0,,2.0,5.4,0.377,0.377,1.2,1.7,0.7240000000000001,1.9,2.6,4.6,0.9,0.4,0.4,1.1,2.0,5.3,1994
27,John Bagley,PG,33.0,ATL,3.0,0.0,4.3,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.7,0.7,1.0,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.7,0.7,1994
28,Thurl Bailey,PF,32.0,MIN,79.0,3.0,16.4,2.9,5.8,0.51,0.0,0.0,0.0,2.9,5.7,0.512,0.51,1.5,1.9,0.799,0.8,1.9,2.7,0.7,0.3,0.7,0.7,1.2,7.4,1994
29,Vin Baker,C,22.0,MIL,82.0,63.0,31.2,5.3,10.6,0.501,0.0,0.1,0.2,5.3,10.5,0.502,0.501,2.9,5.0,0.569,3.4,4.2,7.6,2.0,0.7,1.4,2.0,2.8,13.5,1994
30,Charles Barkley,PF,30.0,PHO,65.0,65.0,35.4,8.0,16.1,0.495,0.7,2.7,0.27,7.2,13.4,0.541,0.518,4.9,7.0,0.7040000000000001,3.0,8.1,11.2,4.6,1.6,0.6,3.2,2.5,21.6,1994
31,Dana Barros,PG,26.0,PHI,81.0,70.0,31.1,5.1,10.8,0.469,1.7,4.4,0.381,3.4,6.5,0.529,0.546,1.4,1.8,0.8,0.3,2.1,2.4,5.2,1.3,0.1,2.1,1.2,13.3,1994
32,Jon Barry,SG,24.0,MIL,72.0,7.0,17.3,2.2,5.3,0.414,0.4,1.6,0.278,1.8,3.7,0.47200000000000003,0.455,1.3,1.7,0.795,0.5,1.5,2.0,2.3,1.4,0.2,1.2,1.5,6.2,1994
33,John Battle,SG,31.0,CLE,51.0,1.0,16.0,2.5,5.4,0.47600000000000003,0.1,0.4,0.263,2.5,5.0,0.49200000000000005,0.485,1.4,1.9,0.753,0.1,0.6,0.8,1.6,0.4,0.0,0.8,1.3,6.6,1994
34,Benoit Benjamin,C,29.0,NJN,77.0,74.0,23.6,3.7,7.6,0.48,0.0,0.0,,3.7,7.6,0.48,0.48,2.0,2.8,0.71,1.8,4.7,6.5,0.6,0.5,1.2,1.3,2.6,9.3,1994
35,Tony Bennett,PG,24.0,CHH,74.0,5.0,13.3,1.4,3.6,0.39899999999999997,0.4,1.0,0.36,1.1,2.5,0.415,0.451,0.1,0.2,0.733,0.2,1.0,1.2,2.2,0.5,0.0,0.5,1.1,3.4,1994
36,David Benoit,SF,25.0,UTA,55.0,18.0,19.5,2.5,6.6,0.385,0.2,1.1,0.203,2.3,5.5,0.42100000000000004,0.402,1.2,1.6,0.773,1.6,3.1,4.7,0.4,0.4,0.7,0.7,2.1,6.5,1994
37,Rolando Blackman,SG,34.0,NYK,55.0,1.0,17.6,2.9,6.7,0.436,0.5,1.5,0.35700000000000004,2.4,5.2,0.46,0.47700000000000004,0.9,1.0,0.9059999999999999,0.4,1.3,1.7,1.4,0.5,0.1,0.8,1.8,7.3,1994
38,Mookie Blaylock,PG,26.0,ATL,81.0,81.0,36.0,5.5,13.3,0.41100000000000003,1.4,4.2,0.33399999999999996,4.1,9.1,0.447,0.46399999999999997,1.4,2.0,0.73,1.4,3.8,5.2,9.7,2.6,0.5,2.4,1.8,13.8,1994
39,Corie Blount,PF,25.0,CHI,67.0,8.0,10.3,1.1,2.6,0.43700000000000006,0.0,0.0,,1.1,2.6,0.43700000000000006,0.43700000000000006,0.7,1.1,0.613,1.1,1.8,2.9,0.8,0.3,0.5,0.8,1.4,3.0,1994
40,Muggsy Bogues,PG,29.0,CHH,77.0,77.0,35.7,4.6,9.8,0.47100000000000003,0.0,0.2,0.16699999999999998,4.6,9.6,0.47600000000000003,0.473,1.6,2.0,0.8059999999999999,1.0,3.1,4.1,10.1,1.7,0.0,2.2,1.9,10.8,1994
41,Manute Bol,C,31.0,TOT,14.0,0.0,8.3,0.3,1.4,0.21100000000000002,0.0,0.2,0.0,0.3,1.1,0.25,0.21100000000000002,0.0,0.0,,0.2,1.1,1.3,0.1,0.1,1.1,0.4,0.9,0.6,1994
