,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
133,Jamal Crawford,SG,34.0,LAC,64.0,4.0,26.6,5.2,13.1,0.396,1.9,5.7,0.327,3.3,7.4,0.44799999999999995,0.467,3.5,3.9,0.9009999999999999,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8,2015
134,Jae Crowder,SF,24.0,TOT,82.0,17.0,20.1,2.8,6.6,0.42,0.7,2.5,0.293,2.0,4.1,0.499,0.47600000000000003,1.3,1.7,0.773,0.9,2.7,3.6,1.1,0.9,0.3,0.6,1.7,7.7,2015
137,Dante Cunningham,PF,27.0,NOP,66.0,27.0,25.0,2.3,5.1,0.457,0.0,0.2,0.1,2.3,5.0,0.46799999999999997,0.45899999999999996,0.4,0.7,0.617,1.1,2.8,3.9,0.8,0.7,0.6,0.5,1.5,5.2,2015
138,Jared Cunningham,SG,23.0,LAC,19.0,0.0,4.7,0.6,1.7,0.364,0.2,0.7,0.308,0.4,1.1,0.4,0.424,0.4,0.7,0.5379999999999999,0.1,0.4,0.5,0.5,0.2,0.0,0.4,0.6,1.8,2015
139,Seth Curry,PG,24.0,PHO,2.0,0.0,4.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,2015
140,Stephen Curry,PG,26.0,GSW,80.0,80.0,32.7,8.2,16.8,0.48700000000000004,3.6,8.1,0.44299999999999995,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8,2015
141,Samuel Dalembert,C,33.0,NYK,32.0,21.0,17.0,1.8,4.1,0.43799999999999994,0.0,0.0,,1.8,4.1,0.43799999999999994,0.43799999999999994,0.4,0.6,0.7,1.7,3.6,5.3,0.9,0.4,1.3,1.2,2.2,4.0,2015
142,Troy Daniels,SG,23.0,TOT,47.0,0.0,8.4,1.3,3.5,0.37,0.9,2.5,0.364,0.4,1.0,0.38299999999999995,0.5,0.2,0.3,0.846,0.2,0.5,0.7,0.5,0.1,0.0,0.4,0.9,3.7,2015
146,Gigi Datome,SF,27.0,TOT,21.0,1.0,10.0,2.0,4.2,0.483,0.9,1.9,0.45,1.2,2.3,0.51,0.584,0.0,0.0,1.0,0.1,1.2,1.4,0.4,0.1,0.3,0.4,0.7,5.0,2015
149,Brandon Davies,PF,23.0,TOT,27.0,6.0,15.7,2.0,5.1,0.401,0.3,1.3,0.235,1.7,3.8,0.456,0.431,0.9,1.4,0.649,1.4,1.7,3.1,1.1,0.7,0.3,1.1,2.2,5.3,2015
152,Anthony Davis,PF,21.0,NOP,68.0,68.0,36.1,9.4,17.6,0.535,0.0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,2015
153,Ed Davis,PF,25.0,LAL,79.0,24.0,23.3,3.6,5.9,0.601,0.0,0.0,,3.6,5.9,0.601,0.601,1.2,2.4,0.48700000000000004,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,2015
154,Glen Davis,PF,29.0,LAC,74.0,0.0,12.2,1.6,3.4,0.45899999999999996,0.0,0.1,0.0,1.6,3.4,0.466,0.45899999999999996,0.8,1.3,0.632,0.6,1.7,2.3,0.5,0.6,0.3,0.5,1.8,4.0,2015
155,Andre Dawkins,SG,23.0,MIA,4.0,0.0,5.5,0.3,1.5,0.16699999999999998,0.3,1.5,0.16699999999999998,0.0,0.0,,0.25,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.8,0.8,2015
157,Austin Daye,SF,26.0,TOT,34.0,4.0,10.1,1.5,4.1,0.355,0.7,2.1,0.33799999999999997,0.8,2.1,0.371,0.44,0.1,0.2,0.833,0.3,1.9,2.2,0.5,0.4,0.1,0.7,1.1,3.8,2015
160,Dewayne Dedmon,C,25.0,ORL,59.0,15.0,14.3,1.5,2.7,0.562,0.0,0.0,0.0,1.5,2.7,0.565,0.562,0.6,1.1,0.531,2.0,3.0,5.0,0.2,0.3,0.8,0.9,2.4,3.7,2015
161,Matthew Dellavedova,SG,24.0,CLE,67.0,13.0,20.6,1.7,4.6,0.36200000000000004,1.0,2.5,0.40700000000000003,0.6,2.1,0.307,0.47200000000000003,0.4,0.6,0.763,0.6,1.3,1.9,3.0,0.4,0.0,0.9,2.3,4.8,2015
162,Luol Deng,SF,29.0,MIA,72.0,72.0,33.6,5.1,10.9,0.469,1.1,3.1,0.355,4.0,7.9,0.513,0.518,2.7,3.5,0.7609999999999999,1.4,3.8,5.2,1.9,0.9,0.3,1.5,1.5,14.0,2015
163,DeMar DeRozan,SG,25.0,TOR,60.0,60.0,35.0,6.8,16.5,0.413,0.4,1.5,0.284,6.4,15.0,0.426,0.426,6.0,7.2,0.8320000000000001,0.7,3.9,4.6,3.5,1.2,0.2,2.3,2.0,20.1,2015
164,Boris Diaw,PF,32.0,SAS,81.0,15.0,24.5,3.6,7.8,0.46,0.7,2.1,0.32,2.9,5.7,0.512,0.503,0.9,1.1,0.774,1.0,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,2015
165,Gorgui Dieng,C,25.0,MIN,73.0,49.0,30.0,3.5,7.0,0.506,0.0,0.1,0.16699999999999998,3.5,6.9,0.51,0.507,2.6,3.3,0.7829999999999999,3.1,5.3,8.3,2.0,1.0,1.7,1.7,2.6,9.7,2015
166,Spencer Dinwiddie,PG,21.0,DET,34.0,1.0,13.4,1.5,5.0,0.302,0.4,1.9,0.185,1.1,3.1,0.375,0.337,0.9,1.0,0.912,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3,2015
167,Joey Dorsey,PF,31.0,HOU,69.0,17.0,12.4,1.2,2.1,0.552,0.0,0.0,0.0,1.2,2.1,0.556,0.552,0.3,1.2,0.289,1.5,2.6,4.0,0.4,0.6,0.4,0.6,2.3,2.7,2015
168,Toney Douglas,SG,28.0,NOP,12.0,0.0,14.8,1.6,4.3,0.373,0.4,1.5,0.278,1.2,2.8,0.424,0.42200000000000004,0.7,1.1,0.615,0.2,1.7,1.8,2.0,0.9,0.3,0.8,1.7,4.3,2015
169,Chris Douglas-Roberts,SG,28.0,LAC,12.0,0.0,8.6,0.4,1.8,0.23800000000000002,0.1,0.6,0.14300000000000002,0.3,1.2,0.28600000000000003,0.262,0.7,0.7,1.0,0.1,0.9,1.0,0.3,0.1,0.0,0.0,1.2,1.6,2015
170,Goran Dragić,SG-PG,28.0,TOT,78.0,78.0,33.8,6.4,12.8,0.501,1.2,3.3,0.34700000000000003,5.3,9.5,0.555,0.546,2.3,3.0,0.774,1.0,2.5,3.5,4.5,1.0,0.2,2.2,2.5,16.3,2015
173,Zoran Dragić,SG,25.0,TOT,16.0,1.0,4.7,0.7,1.9,0.36700000000000005,0.2,0.9,0.214,0.5,1.0,0.5,0.41700000000000004,0.2,0.3,0.6,0.3,0.2,0.5,0.3,0.1,0.0,0.3,0.4,1.8,2015
176,Larry Drew II,PG,24.0,PHI,12.0,1.0,18.3,1.7,4.8,0.345,0.3,2.2,0.154,1.3,2.7,0.5,0.379,0.2,0.3,0.667,0.1,1.2,1.3,3.8,0.5,0.0,2.1,1.1,3.8,2015
177,Andre Drummond,C,21.0,DET,82.0,82.0,30.5,6.0,11.7,0.514,0.0,0.0,0.0,6.0,11.7,0.515,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,2015
178,Jared Dudley,SG,29.0,MIL,72.0,22.0,23.8,2.8,5.9,0.46799999999999997,1.0,2.7,0.385,1.7,3.2,0.537,0.556,0.7,0.9,0.716,0.6,2.4,3.1,1.8,1.0,0.2,0.9,1.6,7.2,2015
179,Tim Duncan,C,38.0,SAS,77.0,77.0,28.9,5.4,10.6,0.512,0.0,0.1,0.28600000000000003,5.4,10.5,0.514,0.513,3.0,4.0,0.74,2.2,6.9,9.1,3.0,0.8,2.0,1.7,2.1,13.9,2015
180,Mike Dunleavy,SF,34.0,CHI,63.0,63.0,29.2,3.3,7.6,0.435,1.7,4.2,0.40700000000000003,1.6,3.5,0.46799999999999997,0.546,1.1,1.4,0.805,0.4,3.5,3.9,1.8,0.6,0.3,1.0,2.0,9.4,2015
181,Kevin Durant,SF,26.0,OKC,27.0,27.0,33.8,8.8,17.3,0.51,2.4,5.9,0.40299999999999997,6.4,11.4,0.565,0.578,5.4,6.3,0.8540000000000001,0.6,6.0,6.6,4.1,0.9,0.9,2.7,1.5,25.4,2015
182,Cleanthony Early,SF,23.0,NYK,39.0,7.0,16.6,1.9,5.5,0.355,0.6,2.2,0.262,1.4,3.3,0.415,0.40700000000000003,0.9,1.2,0.75,0.6,1.9,2.5,0.9,0.6,0.3,1.0,1.5,5.4,2015
184,Wayne Ellington,SG,27.0,LAL,65.0,36.0,25.8,3.9,9.5,0.41200000000000003,1.4,3.7,0.37,2.5,5.8,0.439,0.485,0.8,1.0,0.813,0.5,2.8,3.2,1.6,0.5,0.0,0.8,1.2,10.0,2015
185,Monta Ellis,SG,29.0,DAL,80.0,80.0,33.7,7.5,16.9,0.445,1.0,3.6,0.285,6.5,13.4,0.48700000000000004,0.475,2.9,3.8,0.752,0.4,2.0,2.4,4.1,1.9,0.3,2.5,2.5,18.9,2015
186,James Ennis,SF,24.0,MIA,62.0,3.0,17.0,1.6,4.0,0.409,0.5,1.5,0.326,1.1,2.5,0.461,0.47200000000000003,1.3,1.5,0.84,0.8,2.0,2.8,0.8,0.4,0.3,0.6,1.4,5.0,2015
187,Tyler Ennis,PG,20.0,TOT,33.0,1.0,12.5,1.6,4.4,0.361,0.4,1.3,0.27899999999999997,1.2,3.1,0.396,0.40299999999999997,0.2,0.2,0.7140000000000001,0.2,0.8,1.1,2.2,0.5,0.2,1.3,1.1,3.7,2015
190,Jeremy Evans,SF,27.0,UTA,38.0,0.0,7.0,0.8,1.5,0.552,0.1,0.1,0.4,0.8,1.4,0.5660000000000001,0.569,0.6,0.8,0.828,0.7,1.2,1.9,0.3,0.3,0.3,0.1,0.8,2.4,2015
191,Reggie Evans,PF,34.0,SAC,47.0,7.0,16.3,1.2,2.9,0.423,0.0,0.0,0.0,1.2,2.9,0.43,0.423,1.3,2.1,0.619,2.1,4.3,6.4,0.7,0.5,0.1,1.0,1.9,3.7,2015
192,Tyreke Evans,SG,25.0,NOP,79.0,76.0,34.1,6.6,14.7,0.447,0.9,2.9,0.304,5.7,11.9,0.48200000000000004,0.47700000000000004,2.6,3.7,0.6940000000000001,1.0,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,2015
193,Dante Exum,PG,19.0,UTA,82.0,41.0,22.2,1.8,5.1,0.349,1.0,3.2,0.314,0.8,1.9,0.408,0.44799999999999995,0.2,0.4,0.625,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,2015
194,Festus Ezeli,C,25.0,GSW,46.0,7.0,11.0,1.7,3.0,0.547,0.0,0.0,,1.7,3.0,0.547,0.547,1.1,1.7,0.628,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,2015
195,Kenneth Faried,PF,25.0,DEN,75.0,71.0,27.8,5.0,9.8,0.507,0.0,0.1,0.125,5.0,9.7,0.511,0.507,2.7,3.8,0.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,12.6,2015
196,Jordan Farmar,PG,28.0,LAC,36.0,0.0,14.7,1.7,4.4,0.386,1.0,2.7,0.361,0.7,1.7,0.426,0.49700000000000005,0.3,0.3,0.909,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,2015
197,Derrick Favors,PF,23.0,UTA,74.0,74.0,30.8,6.5,12.4,0.525,0.0,0.1,0.16699999999999998,6.5,12.3,0.527,0.526,3.0,4.5,0.669,2.6,5.6,8.2,1.5,0.8,1.7,1.6,2.8,16.0,2015
198,Raymond Felton,PG,30.0,DAL,29.0,3.0,9.7,1.5,3.7,0.406,0.3,1.2,0.294,1.1,2.5,0.45799999999999996,0.45299999999999996,0.4,0.5,0.8,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,2015
199,Landry Fields,SF,26.0,TOR,26.0,9.0,8.3,0.8,1.6,0.488,0.0,0.1,0.5,0.7,1.5,0.48700000000000004,0.5,0.2,0.2,0.833,0.4,0.6,1.0,0.6,0.4,0.0,0.3,0.3,1.8,2015
200,Evan Fournier,SG,22.0,ORL,58.0,32.0,28.6,4.4,9.9,0.44,1.5,3.9,0.37799999999999995,2.9,6.0,0.48,0.514,1.8,2.5,0.728,0.5,2.2,2.6,2.1,0.7,0.0,1.4,2.0,12.0,2015
201,Randy Foye,SG,31.0,DEN,50.0,21.0,21.7,3.0,8.0,0.368,1.9,5.3,0.35700000000000004,1.1,2.8,0.38799999999999996,0.485,0.9,1.1,0.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,2015
202,Jamaal Franklin,SG,23.0,DEN,3.0,0.0,4.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.75,0.0,0.0,,0.3,0.3,0.7,1.0,0.0,0.3,1.0,1.3,1.0,2015
203,Tim Frazier,PG,24.0,TOT,11.0,3.0,21.7,1.9,5.5,0.344,0.5,1.5,0.294,1.5,4.0,0.364,0.385,0.9,1.9,0.47600000000000003,0.5,2.0,2.5,5.5,0.7,0.0,2.3,2.4,5.2,2015
206,Jimmer Fredette,PG,25.0,NOP,50.0,0.0,10.2,1.3,3.3,0.38,0.2,1.0,0.188,1.1,2.4,0.45799999999999996,0.40700000000000003,0.9,0.9,0.956,0.2,0.6,0.8,1.2,0.3,0.0,0.7,0.9,3.6,2015
207,Joel Freeland,C,27.0,POR,48.0,8.0,12.9,1.5,3.1,0.49,0.0,0.0,,1.5,3.1,0.49,0.49,0.4,0.5,0.84,1.3,2.7,4.0,0.3,0.2,0.5,0.5,1.9,3.5,2015
209,Channing Frye,PF,31.0,ORL,75.0,51.0,24.9,2.5,6.5,0.392,1.8,4.6,0.39299999999999996,0.7,1.9,0.39,0.532,0.4,0.5,0.8859999999999999,0.4,3.5,3.9,1.3,0.6,0.5,1.0,2.5,7.3,2015
210,Danilo Gallinari,SF,26.0,DEN,59.0,27.0,24.2,3.9,9.6,0.401,1.8,5.1,0.355,2.1,4.5,0.45299999999999996,0.496,2.9,3.2,0.895,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,12.4,2015
211,Langston Galloway,PG,23.0,NYK,45.0,41.0,32.4,4.5,11.4,0.39899999999999997,1.4,3.9,0.35200000000000004,3.2,7.4,0.424,0.46,1.4,1.7,0.8079999999999999,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,2015
212,Francisco García,SF,33.0,HOU,14.0,0.0,14.3,1.2,4.5,0.27,0.7,3.2,0.222,0.5,1.3,0.389,0.349,0.1,0.3,0.25,0.2,1.0,1.2,1.1,0.6,0.4,0.7,1.4,3.2,2015
213,Kevin Garnett,PF,38.0,TOT,47.0,47.0,20.3,3.0,6.5,0.467,0.0,0.1,0.14300000000000002,3.0,6.4,0.475,0.469,0.8,1.0,0.8,1.0,5.6,6.6,1.6,1.0,0.4,1.0,2.3,6.9,2015
216,Marc Gasol,C,30.0,MEM,81.0,81.0,33.2,6.5,13.2,0.494,0.0,0.2,0.17600000000000002,6.5,13.0,0.5,0.496,4.3,5.4,0.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,2015
217,Pau Gasol,PF,34.0,CHI,78.0,78.0,34.4,7.3,14.8,0.494,0.2,0.3,0.462,7.2,14.4,0.495,0.5,3.8,4.7,0.8029999999999999,2.8,9.0,11.8,2.7,0.3,1.9,2.0,1.9,18.5,2015
218,Rudy Gay,SF,28.0,SAC,68.0,67.0,35.4,7.5,16.4,0.455,1.2,3.2,0.359,6.3,13.2,0.479,0.491,5.0,5.8,0.858,1.4,4.4,5.9,3.7,1.0,0.6,2.7,2.3,21.1,2015
219,Alonzo Gee,SF,27.0,TOT,54.0,2.0,12.3,1.6,3.4,0.46799999999999997,0.2,0.6,0.371,1.4,2.8,0.49,0.503,1.0,1.4,0.701,0.7,1.1,1.7,0.5,0.6,0.1,0.6,1.1,4.5,2015
222,Paul George,SF,24.0,IND,6.0,0.0,15.2,3.0,8.2,0.36700000000000005,1.5,3.7,0.409,1.5,4.5,0.33299999999999996,0.45899999999999996,1.3,1.8,0.727,0.7,3.0,3.7,1.0,0.8,0.2,2.0,1.8,8.8,2015
223,Taj Gibson,PF,29.0,CHI,62.0,17.0,27.3,4.1,8.2,0.502,0.0,0.0,,4.1,8.2,0.502,0.502,2.1,3.0,0.7170000000000001,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,2015
224,Manu Ginóbili,SG,37.0,SAS,70.0,0.0,22.7,3.6,8.4,0.426,1.3,3.7,0.345,2.3,4.7,0.489,0.502,2.1,2.9,0.721,0.4,2.6,3.0,4.2,1.0,0.3,2.2,2.0,10.5,2015
225,Rudy Gobert,C,22.0,UTA,82.0,37.0,26.3,3.1,5.2,0.604,0.0,0.0,0.0,3.1,5.2,0.607,0.604,2.1,3.3,0.623,3.2,6.2,9.5,1.3,0.8,2.3,1.4,2.1,8.4,2015
226,Drew Gooden,PF,33.0,WAS,51.0,7.0,16.9,2.2,5.4,0.39899999999999997,0.5,1.2,0.39,1.7,4.3,0.401,0.44,0.7,0.9,0.773,1.4,3.0,4.4,1.0,0.4,0.2,0.5,1.8,5.4,2015
227,Archie Goodwin,SG,20.0,PHO,41.0,2.0,13.0,1.9,4.9,0.39299999999999996,0.3,1.0,0.293,1.6,3.9,0.419,0.423,1.5,2.0,0.735,0.7,1.1,1.8,1.1,0.4,0.2,1.2,1.3,5.6,2015
228,Aaron Gordon,PF,19.0,ORL,47.0,8.0,17.0,2.0,4.4,0.447,0.3,1.0,0.271,1.7,3.4,0.5,0.478,0.9,1.3,0.721,1.0,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2,2015
229,Ben Gordon,SG,31.0,ORL,56.0,0.0,14.1,2.3,5.3,0.43700000000000006,0.6,1.7,0.361,1.7,3.5,0.475,0.49700000000000005,1.0,1.2,0.836,0.1,1.0,1.1,0.9,0.3,0.0,1.0,1.1,6.2,2015
230,Drew Gordon,PF,24.0,PHI,9.0,0.0,7.9,0.9,2.1,0.42100000000000004,0.0,0.3,0.0,0.9,1.8,0.5,0.42100000000000004,0.1,0.2,0.5,0.8,1.2,2.0,0.2,0.1,0.0,0.9,0.8,1.9,2015
231,Eric Gordon,SG,26.0,NOP,61.0,60.0,33.1,4.7,11.4,0.41100000000000003,2.3,5.2,0.44799999999999995,2.4,6.2,0.38,0.512,1.8,2.2,0.805,0.5,2.1,2.6,3.8,0.8,0.2,2.0,2.4,13.4,2015
232,Marcin Gortat,C,30.0,WAS,82.0,82.0,29.9,5.4,9.5,0.5660000000000001,0.0,0.0,0.0,5.4,9.4,0.569,0.5660000000000001,1.5,2.1,0.703,2.2,6.5,8.7,1.2,0.6,1.3,1.2,2.3,12.2,2015
234,Danny Granger,SF,31.0,MIA,30.0,6.0,20.4,2.2,5.4,0.401,1.0,2.8,0.35700000000000004,1.2,2.6,0.449,0.494,0.9,1.2,0.757,0.7,2.0,2.7,0.6,0.4,0.2,0.8,2.2,6.3,2015
235,Jerami Grant,SF,20.0,PHI,65.0,11.0,21.2,1.9,5.4,0.35200000000000004,0.8,2.4,0.314,1.2,3.0,0.38299999999999995,0.42200000000000004,1.8,3.0,0.591,0.8,2.3,3.0,1.2,0.6,1.0,1.3,2.2,6.3,2015
236,Danny Green,SG,27.0,SAS,81.0,80.0,28.5,4.0,9.1,0.436,2.4,5.6,0.418,1.6,3.5,0.466,0.5660000000000001,1.4,1.6,0.8740000000000001,0.7,3.6,4.2,2.0,1.2,1.1,1.1,2.0,11.7,2015
237,Draymond Green,PF,24.0,GSW,79.0,79.0,31.5,4.3,9.7,0.44299999999999995,1.4,4.2,0.337,2.9,5.5,0.523,0.516,1.7,2.5,0.66,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2,11.7,2015
238,Erick Green,PG,23.0,DEN,43.0,1.0,9.5,1.4,3.8,0.377,0.3,1.1,0.298,1.1,2.7,0.409,0.42,0.2,0.3,0.833,0.2,0.6,0.7,0.9,0.3,0.0,0.3,0.6,3.4,2015
239,Gerald Green,SG,29.0,PHO,74.0,4.0,19.5,4.4,10.5,0.41600000000000004,1.9,5.2,0.354,2.5,5.3,0.478,0.504,1.3,1.6,0.825,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2.0,11.9,2015
240,JaMychal Green,PF,24.0,TOT,24.0,1.0,6.8,1.1,2.0,0.574,0.0,0.3,0.0,1.1,1.7,0.659,0.574,0.3,0.4,0.8,0.8,1.1,1.9,0.2,0.2,0.2,0.6,1.0,2.6,2015
243,Jeff Green,SF,28.0,TOT,78.0,70.0,31.5,5.3,12.4,0.43,1.2,3.7,0.332,4.1,8.7,0.473,0.48,3.1,3.7,0.833,0.8,3.4,4.2,1.7,0.7,0.4,1.4,1.9,15.0,2015
246,Willie Green,SG,33.0,ORL,52.0,2.0,18.3,2.3,5.9,0.386,0.8,2.3,0.34700000000000003,1.5,3.6,0.41100000000000003,0.45399999999999996,0.5,0.7,0.8240000000000001,0.3,1.3,1.5,1.3,0.5,0.1,0.9,1.6,5.9,2015
247,Blake Griffin,PF,25.0,LAC,67.0,67.0,35.2,8.6,17.1,0.502,0.1,0.4,0.4,8.4,16.7,0.504,0.506,4.6,6.4,0.728,1.9,5.7,7.6,5.3,0.9,0.5,2.3,2.9,21.9,2015
248,Jorge Gutiérrez,PG,26.0,TOT,20.0,1.0,8.8,1.1,2.1,0.537,0.0,0.2,0.0,1.1,1.9,0.579,0.537,0.5,0.7,0.6920000000000001,0.3,1.0,1.3,1.1,0.3,0.0,0.6,1.3,2.7,2015
251,P.J. Hairston,SG,22.0,CHO,45.0,2.0,15.3,1.9,6.0,0.32299999999999995,1.1,3.6,0.301,0.8,2.4,0.358,0.414,0.7,0.8,0.861,0.5,1.6,2.0,0.5,0.5,0.3,0.5,1.4,5.6,2015
252,Jordan Hamilton,SF,24.0,LAC,14.0,2.0,8.7,1.0,2.5,0.4,0.7,1.5,0.47600000000000003,0.3,1.0,0.28600000000000003,0.5429999999999999,0.0,0.0,,0.1,1.0,1.1,0.5,0.1,0.0,0.3,1.0,2.7,2015
253,Justin Hamilton,C,24.0,TOT,41.0,14.0,17.4,2.1,4.3,0.478,0.2,0.8,0.32299999999999995,1.8,3.6,0.51,0.506,1.0,1.1,0.83,1.4,1.9,3.3,0.9,0.7,0.7,0.6,1.7,5.3,2015
256,Tyler Hansbrough,PF,29.0,TOR,74.0,8.0,14.3,1.2,2.2,0.521,0.0,0.1,0.14300000000000002,1.1,2.1,0.5379999999999999,0.524,1.3,1.9,0.698,1.4,2.1,3.6,0.3,0.4,0.2,0.3,1.9,3.6,2015
257,Tim Hardaway Jr.,SG,22.0,NYK,70.0,30.0,24.0,4.0,10.2,0.389,1.7,5.1,0.342,2.3,5.2,0.435,0.474,1.8,2.2,0.8009999999999999,0.2,2.1,2.2,1.8,0.3,0.2,1.2,1.7,11.5,2015
258,James Harden,SG,25.0,HOU,81.0,81.0,36.8,8.0,18.1,0.44,2.6,6.9,0.375,5.4,11.3,0.48,0.511,8.8,10.2,0.868,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4,2015
259,Maurice Harkless,SF,21.0,ORL,45.0,4.0,15.0,1.4,3.5,0.39899999999999997,0.2,1.2,0.179,1.2,2.3,0.52,0.43,0.5,0.9,0.537,0.8,1.5,2.4,0.6,0.7,0.2,0.6,1.5,3.5,2015
260,Devin Harris,PG,31.0,DAL,76.0,3.0,22.2,2.9,6.9,0.418,1.3,3.5,0.35700000000000004,1.6,3.4,0.48100000000000004,0.509,1.7,2.1,0.815,0.2,1.6,1.8,3.1,1.0,0.2,1.1,1.9,8.8,2015
261,Gary Harris,SG,20.0,DEN,55.0,6.0,13.1,1.2,3.9,0.304,0.4,1.9,0.204,0.8,2.1,0.395,0.353,0.6,0.9,0.745,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,3.4,2015
263,Joe Harris,SG,23.0,CLE,51.0,1.0,9.7,0.9,2.4,0.4,0.6,1.6,0.369,0.3,0.7,0.47200000000000003,0.529,0.2,0.3,0.6,0.1,0.7,0.8,0.5,0.1,0.0,0.5,1.2,2.7,2015
264,Tobias Harris,SF,22.0,ORL,68.0,63.0,34.8,6.5,14.0,0.466,1.3,3.5,0.364,5.2,10.4,0.5,0.512,2.8,3.6,0.7879999999999999,1.1,5.3,6.3,1.8,1.0,0.5,1.7,2.0,17.1,2015
265,Udonis Haslem,PF,34.0,MIA,62.0,25.0,16.0,1.7,3.9,0.44799999999999995,0.0,0.2,0.2,1.7,3.7,0.45899999999999996,0.452,0.7,1.0,0.703,1.1,3.0,4.2,0.7,0.3,0.2,0.7,1.8,4.2,2015
266,Spencer Hawes,PF,26.0,LAC,73.0,15.0,17.5,2.2,5.7,0.39299999999999996,0.8,2.4,0.313,1.5,3.3,0.452,0.45899999999999996,0.6,0.9,0.647,0.4,3.1,3.5,1.2,0.3,0.7,0.8,2.4,5.8,2015
267,Chuck Hayes,C,31.0,TOR,29.0,0.0,8.8,0.8,1.6,0.478,0.0,0.0,,0.8,1.6,0.478,0.478,0.2,0.4,0.545,0.6,1.1,1.8,0.7,0.3,0.1,0.3,1.3,1.7,2015
268,Gordon Hayward,SF,24.0,UTA,76.0,76.0,34.4,6.4,14.3,0.445,1.6,4.3,0.364,4.8,10.0,0.48100000000000004,0.5,4.9,6.1,0.812,0.7,4.2,4.9,4.1,1.4,0.4,2.7,1.7,19.3,2015
269,Brendan Haywood,C,35.0,CLE,22.0,1.0,5.4,0.6,1.4,0.467,0.0,0.0,,0.6,1.4,0.467,0.467,0.3,0.6,0.5379999999999999,0.3,1.0,1.3,0.1,0.1,0.5,0.5,0.8,1.6,2015
270,Gerald Henderson,SG,27.0,CHO,80.0,72.0,28.9,4.6,10.6,0.43700000000000006,0.6,1.7,0.331,4.1,8.9,0.457,0.46299999999999997,2.3,2.7,0.848,0.5,3.0,3.4,2.6,0.6,0.3,1.4,1.7,12.1,2015
271,Xavier Henry,SF,23.0,LAL,9.0,0.0,9.6,0.3,1.4,0.231,0.0,0.0,,0.3,1.4,0.231,0.231,1.6,2.7,0.583,0.2,0.2,0.4,0.3,0.3,0.0,0.3,0.7,2.2,2015
272,John Henson,C,24.0,MIL,67.0,11.0,18.3,2.9,5.2,0.5660000000000001,0.0,0.0,,2.9,5.2,0.5660000000000001,0.5660000000000001,1.2,2.0,0.569,1.9,2.8,4.7,0.9,0.4,2.0,1.3,2.3,7.0,2015
273,Roy Hibbert,C,28.0,IND,76.0,76.0,25.3,4.2,9.3,0.446,0.0,0.0,0.0,4.2,9.3,0.44799999999999995,0.446,2.2,2.7,0.8240000000000001,2.1,5.1,7.1,1.1,0.2,1.6,1.4,2.8,10.6,2015
274,J.J. Hickson,C,26.0,DEN,73.0,8.0,19.3,3.0,6.3,0.475,0.0,0.0,0.0,3.0,6.3,0.47700000000000004,0.475,1.6,2.8,0.5770000000000001,2.1,4.1,6.2,0.8,0.5,0.5,1.3,1.9,7.6,2015
275,Nenê,PF,32.0,WAS,67.0,58.0,25.3,4.6,9.0,0.511,0.0,0.1,0.2,4.6,8.9,0.513,0.512,1.8,3.0,0.604,1.3,3.9,5.1,1.8,1.0,0.3,1.9,2.7,11.0,2015
