,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Álex Abrines,SG,24.0,OKC,75.0,8.0,1134.0,3.7,9.2,0.395,2.7,7.0,0.38,1.0,2.2,0.44299999999999995,1.2,1.5,0.848,0.8,2.8,3.6,0.9,1.2,0.3,0.8,3.9,11.2,2018
1,Quincy Acy,PF,27.0,BRK,70.0,8.0,1359.0,3.4,9.7,0.35600000000000004,2.7,7.7,0.349,0.7,1.9,0.384,1.3,1.6,0.8170000000000001,1.1,5.7,6.8,1.5,0.9,0.8,1.6,3.9,10.9,2018
2,Steven Adams,C,24.0,OKC,76.0,76.0,2487.0,6.5,10.3,0.629,0.0,0.0,0.0,6.5,10.3,0.631,2.3,4.1,0.5589999999999999,5.6,4.4,9.9,1.3,1.3,1.1,1.9,3.1,15.3,2018
3,Bam Adebayo,C,20.0,MIA,69.0,19.0,1368.0,4.6,8.9,0.512,0.0,0.2,0.0,4.6,8.8,0.523,3.4,4.7,0.721,3.1,6.9,10.0,2.7,0.8,1.1,1.7,3.6,12.6,2018
4,Arron Afflalo,SG,32.0,ORL,53.0,3.0,682.0,3.4,8.6,0.401,1.4,3.7,0.386,2.0,4.9,0.413,1.2,1.4,0.846,0.2,3.3,3.5,1.6,0.2,0.5,1.1,3.0,9.4,2018
5,Cole Aldrich,C,29.0,MIN,21.0,0.0,49.0,3.7,11.0,0.33299999999999996,0.0,0.0,,3.7,11.0,0.33299999999999996,1.5,4.4,0.33299999999999996,2.2,8.8,11.0,2.2,1.5,0.7,0.7,8.1,8.8,2018
6,LaMarcus Aldridge,C,32.0,SAS,75.0,75.0,2509.0,9.9,19.3,0.51,0.4,1.3,0.293,9.5,18.0,0.526,4.8,5.7,0.8370000000000001,3.5,5.6,9.1,2.2,0.6,1.3,1.6,2.3,24.9,2018
7,Jarrett Allen,C,19.0,BRK,72.0,31.0,1441.0,5.8,9.9,0.589,0.1,0.4,0.33299999999999996,5.7,9.5,0.599,2.8,3.7,0.7759999999999999,3.6,6.1,9.7,1.2,0.7,2.2,2.0,3.7,14.7,2018
8,Kadeem Allen,PG,25.0,BOS,18.0,1.0,107.0,2.0,7.4,0.273,0.0,3.7,0.0,2.0,3.7,0.545,2.4,3.0,0.778,1.3,2.4,3.7,4.0,1.0,0.7,3.0,5.0,6.4,2018
9,Tony Allen,SF,36.0,NOP,22.0,0.0,273.0,5.8,12.0,0.484,0.5,1.6,0.33299999999999996,5.3,10.4,0.506,1.5,2.8,0.524,2.6,3.6,6.2,1.2,1.5,0.4,2.5,6.5,13.6,2018
10,Al-Farouq Aminu,PF,27.0,POR,69.0,67.0,2072.0,4.0,10.1,0.395,2.2,5.9,0.369,1.8,4.2,0.43200000000000005,1.0,1.4,0.738,1.7,7.4,9.1,1.5,1.4,0.7,1.4,2.4,11.2,2018
11,Justin Anderson,SF,24.0,PHI,38.0,0.0,519.0,6.0,14.0,0.431,2.4,7.1,0.33,3.7,6.9,0.535,1.9,2.6,0.737,1.7,4.7,6.5,1.7,1.0,0.5,1.1,3.7,16.4,2018
12,Kyle Anderson,SF,24.0,SAS,74.0,67.0,1978.0,4.2,8.0,0.527,0.3,1.0,0.33299999999999996,3.9,6.9,0.556,1.9,2.7,0.7120000000000001,1.5,5.7,7.2,3.7,2.1,1.1,1.7,2.1,10.6,2018
