,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Mahmoud Abdul-Rauf,PG,27.0,SAC,75.0,51.0,2131.0,6.9,15.6,0.445,1.6,4.2,0.382,5.4,11.5,0.46799999999999997,1.9,2.3,0.846,0.3,1.8,2.1,3.2,0.9,0.1,2.0,2.9,17.4,1997
1,Shareef Abdur-Rahim,PF,20.0,VAN,80.0,71.0,2802.0,7.1,15.6,0.45299999999999996,0.1,0.3,0.259,7.0,15.3,0.457,5.0,6.7,0.746,2.8,4.4,7.1,2.2,1.0,1.0,2.9,2.6,19.2,1997
2,Rafael Addison,SF,32.0,CHH,41.0,3.0,355.0,5.0,12.4,0.402,0.8,2.0,0.4,4.2,10.3,0.402,2.2,2.8,0.7859999999999999,1.9,2.6,4.6,3.4,0.8,0.3,1.7,5.3,13.0,1997
3,Cory Alexander,PG,23.0,SAS,80.0,6.0,1454.0,4.8,12.1,0.396,2.3,6.2,0.373,2.5,5.9,0.42,2.4,3.2,0.736,0.7,2.3,3.0,6.3,2.0,0.4,3.6,3.7,14.3,1997
4,Jerome Allen,SG,24.0,TOT,76.0,1.0,943.0,3.0,8.4,0.353,1.1,3.6,0.32299999999999995,1.8,4.9,0.375,1.6,2.7,0.583,1.0,2.8,3.7,5.8,1.2,0.2,2.6,3.2,8.7,1997
7,Ray Allen,SG,21.0,MIL,82.0,81.0,2532.0,5.5,12.9,0.43,1.7,4.2,0.39299999999999996,3.9,8.7,0.44799999999999995,2.9,3.5,0.823,1.4,3.3,4.6,3.0,1.1,0.1,2.1,3.1,15.7,1997
8,Derrick Alston,C,24.0,ATL,2.0,0.0,11.0,0.0,16.4,0.0,0.0,0.0,,0.0,16.4,0.0,0.0,6.5,0.0,9.8,3.3,13.1,0.0,0.0,0.0,0.0,0.0,0.0,1997
9,Ashraf Amaya,PF,25.0,WSB,31.0,0.0,144.0,3.0,10.0,0.3,0.2,0.2,1.0,2.7,9.7,0.282,3.7,7.0,0.536,4.7,8.2,13.0,0.7,1.7,0.7,2.5,7.2,10.0,1997
10,Greg Anderson,C,32.0,SAS,82.0,48.0,1659.0,2.8,5.7,0.496,0.0,0.0,0.0,2.8,5.7,0.498,1.3,2.0,0.667,3.4,6.3,9.7,0.7,1.4,1.5,1.6,4.9,7.0,1997
11,Kenny Anderson,PG,26.0,POR,82.0,81.0,3081.0,5.7,13.3,0.42700000000000005,1.5,4.3,0.361,4.1,9.0,0.45799999999999996,3.9,5.1,0.768,1.1,3.2,4.2,6.8,1.9,0.2,2.3,2.6,16.8,1997
