,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Jeff Adrien,PF,24.0,GSW,23.0,0.0,196.0,4.2,9.9,0.426,0.0,0.0,,4.2,9.9,0.426,2.0,3.5,0.579,4.2,6.4,10.7,1.8,0.7,0.9,1.7,5.1,10.5,2011
1,Arron Afflalo,SG,25.0,DEN,69.0,69.0,2324.0,4.8,9.7,0.498,1.6,3.8,0.423,3.2,5.9,0.546,2.1,2.5,0.847,0.7,3.2,3.9,2.6,0.5,0.5,1.1,2.4,13.4,2011
2,Maurice Ager,SG,26.0,MIN,4.0,0.0,29.0,7.4,13.7,0.545,3.7,5.0,0.75,3.7,8.7,0.429,0.0,0.0,,0.0,2.5,2.5,1.2,1.2,0.0,5.0,5.0,18.6,2011
3,Alexis Ajinça,C,22.0,TOT,34.0,2.0,340.0,6.2,14.1,0.444,1.3,3.6,0.353,5.0,10.5,0.475,1.4,1.9,0.722,1.8,6.5,8.3,1.1,1.2,2.0,1.9,7.7,15.1,2011
6,Solomon Alabi,C,22.0,TOR,12.0,0.0,59.0,1.8,9.2,0.2,0.0,0.0,,1.8,9.2,0.2,0.0,1.2,0.0,4.3,4.3,8.5,1.2,1.2,1.2,1.8,3.1,3.7,2011
7,Cole Aldrich,C,22.0,OKC,18.0,0.0,142.0,2.0,3.8,0.5329999999999999,0.0,0.0,,2.0,3.8,0.5329999999999999,0.5,1.0,0.5,3.3,5.6,8.9,1.0,1.3,1.8,2.0,7.6,4.6,2011
8,LaMarcus Aldridge,PF,25.0,POR,81.0,81.0,3211.0,7.9,15.9,0.5,0.0,0.3,0.174,7.9,15.6,0.505,3.9,5.0,0.7909999999999999,3.1,4.8,7.9,1.9,0.9,1.1,1.7,2.5,19.8,2011
9,Malik Allen,PF,32.0,ORL,18.0,0.0,178.0,2.2,6.3,0.355,0.0,0.0,,2.2,6.3,0.355,0.2,0.4,0.5,2.4,4.0,6.5,0.8,0.2,0.8,0.6,6.1,4.7,2011
10,Ray Allen,SG,35.0,BOS,80.0,80.0,2890.0,6.0,12.2,0.491,2.1,4.7,0.444,3.9,7.5,0.52,2.4,2.7,0.8809999999999999,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5,2011
11,Tony Allen,SG,29.0,MEM,72.0,31.0,1494.0,6.0,11.9,0.51,0.1,0.6,0.174,6.0,11.3,0.527,3.3,4.4,0.753,1.7,3.0,4.7,2.5,3.1,1.1,2.1,3.9,15.5,2011
12,Al-Farouq Aminu,SF,20.0,LAC,81.0,14.0,1452.0,4.0,10.1,0.39399999999999996,1.1,3.5,0.315,2.9,6.5,0.43700000000000006,2.3,3.0,0.773,1.9,4.8,6.6,1.5,1.5,0.6,2.6,3.0,11.3,2011
13,Lou Amundson,PF,28.0,GSW,46.0,7.0,691.0,4.3,9.5,0.45399999999999996,0.0,0.0,,4.3,9.5,0.45399999999999996,1.8,4.5,0.391,4.2,5.4,9.6,0.9,0.7,1.7,1.3,4.5,10.4,2011
14,Chris Andersen,C,32.0,DEN,45.0,0.0,732.0,4.0,6.7,0.599,0.0,0.0,0.0,4.0,6.7,0.603,4.2,6.6,0.637,3.7,7.1,10.8,1.0,1.1,2.9,1.2,3.9,12.3,2011
15,David Andersen,PF,30.0,TOT,40.0,0.0,373.0,5.4,11.7,0.46299999999999997,0.8,2.2,0.348,4.6,9.5,0.49,1.4,2.1,0.636,1.9,6.2,8.1,1.3,0.5,0.9,2.1,3.9,12.9,2011
18,James Anderson,SF,21.0,SAS,26.0,2.0,286.0,3.9,10.2,0.38299999999999995,2.3,5.8,0.391,1.6,4.4,0.371,1.8,2.3,0.778,0.3,2.6,2.9,2.3,0.4,0.8,1.6,3.0,11.8,2011
19,Ryan Anderson,PF,22.0,ORL,64.0,14.0,1424.0,5.7,13.3,0.43,3.4,8.6,0.39299999999999996,2.3,4.7,0.5,2.4,3.0,0.812,3.3,5.7,9.0,1.3,0.8,1.0,1.2,3.5,17.2,2011
20,Carmelo Anthony,SF,26.0,TOT,77.0,77.0,2751.0,9.0,19.7,0.455,1.2,3.3,0.37799999999999995,7.7,16.4,0.47,6.6,7.9,0.838,1.5,5.8,7.4,2.9,0.9,0.6,2.7,2.9,25.8,2011
23,Joel Anthony,C,28.0,MIA,75.0,11.0,1463.0,1.3,2.4,0.535,0.0,0.0,,1.3,2.4,0.535,1.2,1.8,0.644,2.6,4.0,6.5,0.6,0.2,2.3,0.9,4.8,3.8,2011
24,Gilbert Arenas,PG,29.0,TOT,70.0,16.0,1796.0,5.4,14.7,0.366,1.9,6.6,0.297,3.4,8.2,0.423,2.4,3.1,0.784,0.4,3.3,3.8,5.5,1.5,0.4,3.5,3.8,15.1,2011
27,Trevor Ariza,SF,25.0,NOH,75.0,75.0,2600.0,4.2,10.6,0.39799999999999996,1.1,3.8,0.303,3.1,6.8,0.45,1.9,2.7,0.701,0.8,4.8,5.6,2.2,1.7,0.4,1.6,2.5,11.4,2011
29,Hilton Armstrong,C,26.0,TOT,53.0,2.0,488.0,2.7,5.6,0.48700000000000004,0.1,0.3,0.5,2.6,5.3,0.486,1.2,2.4,0.485,3.1,6.6,9.7,1.0,1.3,1.5,2.1,6.2,6.8,2011
32,Carlos Arroyo,PG,31.0,TOT,64.0,43.0,1185.0,3.6,8.3,0.44,0.9,2.1,0.449,2.7,6.2,0.436,1.2,1.4,0.83,0.6,2.5,3.1,3.8,0.6,0.0,1.8,2.2,9.4,2011
35,Darrell Arthur,PF,22.0,MEM,80.0,9.0,1609.0,6.9,14.0,0.49700000000000005,0.0,0.1,0.0,6.9,13.8,0.502,2.4,3.0,0.813,2.6,5.1,7.7,1.2,1.2,1.4,2.0,5.1,16.3,2011
36,Ömer Aşık,C,24.0,CHI,82.0,0.0,989.0,2.8,5.1,0.5529999999999999,0.0,0.0,,2.8,5.1,0.5529999999999999,2.7,5.3,0.503,4.1,7.1,11.1,1.2,0.7,2.0,2.3,5.6,8.3,2011
37,D.J. Augustin,PG,23.0,CHA,82.0,82.0,2757.0,5.2,12.5,0.41600000000000004,1.4,4.3,0.33299999999999996,3.8,8.2,0.461,3.5,3.9,0.9059999999999999,0.5,2.4,2.9,6.5,0.7,0.0,2.0,2.0,15.4,2011
38,Luke Babbitt,SF,21.0,POR,24.0,0.0,137.0,3.9,14.5,0.273,0.8,4.2,0.188,3.2,10.2,0.308,0.8,2.4,0.33299999999999996,1.6,6.3,7.9,1.6,0.5,0.5,2.1,3.9,9.5,2011
39,Renaldo Balkman,SF,26.0,TOT,8.0,0.0,62.0,3.5,7.5,0.462,0.6,1.2,0.5,2.9,6.4,0.455,1.7,2.3,0.75,1.2,2.9,4.1,1.2,2.3,1.2,0.6,8.7,9.3,2011
42,Marcus Banks,PG,29.0,TOR,3.0,0.0,22.0,0.0,3.3,0.0,0.0,0.0,,0.0,3.3,0.0,9.8,13.1,0.75,0.0,1.6,1.6,4.9,1.6,0.0,3.3,6.5,9.8,2011
