,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Tariq Abdul-Wahad,SG,27.0,TOT,24.0,12.0,441.0,4.5,12.0,0.374,0.1,0.2,0.5,4.4,11.8,0.37200000000000005,2.0,2.7,0.727,3.3,3.5,6.9,2.0,1.6,0.8,2.2,4.6,11.0,2002
3,Shareef Abdur-Rahim,PF,25.0,ATL,77.0,77.0,2980.0,7.2,15.7,0.461,0.3,0.8,0.3,7.0,14.8,0.47,5.1,6.3,0.8009999999999999,2.4,6.0,8.4,2.9,1.2,1.0,3.0,2.6,19.8,2002
4,Courtney Alexander,SG,24.0,WAS,56.0,28.0,1325.0,6.1,12.9,0.47,0.1,0.5,0.278,5.9,12.4,0.478,2.7,3.3,0.81,1.2,2.9,4.0,2.3,1.0,0.2,1.6,3.1,14.9,2002
5,Victor Alexander,C,32.0,DET,15.0,0.0,97.0,6.7,18.9,0.353,0.0,0.7,0.0,6.7,18.2,0.36700000000000005,1.5,3.0,0.5,2.6,8.2,10.8,2.2,0.0,0.4,1.9,2.2,14.8,2002
6,Malik Allen,PF,23.0,MIA,12.0,2.0,161.0,4.9,11.4,0.431,0.0,0.2,0.0,4.9,11.2,0.44,1.8,2.2,0.8,3.4,5.1,8.5,1.1,0.7,1.8,0.4,3.6,11.6,2002
7,Ray Allen,SG,26.0,MIL,69.0,67.0,2525.0,7.6,16.4,0.462,3.3,7.5,0.434,4.3,8.8,0.485,3.1,3.5,0.873,1.2,3.3,4.4,3.9,1.3,0.3,2.3,2.2,21.4,2002
8,Rafer Alston,PG,25.0,MIL,50.0,7.0,600.0,4.0,11.5,0.34600000000000003,1.6,4.3,0.38,2.3,7.2,0.325,1.1,1.7,0.621,0.6,3.7,4.3,8.6,1.9,0.1,2.4,2.5,10.6,2002
9,John Amaechi,PF,31.0,UTA,54.0,0.0,586.0,3.3,10.2,0.325,0.0,0.0,,3.3,10.2,0.325,4.1,6.5,0.638,3.2,3.5,6.7,1.8,0.4,0.6,3.4,3.9,10.8,2002
10,Chris Andersen,C,23.0,DEN,24.0,1.0,262.0,3.4,10.2,0.33799999999999997,0.0,0.5,0.0,3.4,9.6,0.35700000000000004,3.0,3.8,0.7859999999999999,5.2,5.2,10.4,1.0,1.0,3.8,1.8,4.8,9.9,2002
11,Derek Anderson,SG,27.0,POR,70.0,27.0,1860.0,4.8,11.8,0.40399999999999997,1.6,4.4,0.373,3.1,7.4,0.42200000000000004,3.4,4.0,0.856,0.9,2.7,3.7,4.2,1.3,0.2,1.7,2.2,14.7,2002
12,Kenny Anderson,PG,31.0,BOS,76.0,76.0,2430.0,4.6,10.6,0.436,0.1,0.5,0.273,4.5,10.1,0.444,1.5,2.0,0.742,0.8,3.2,4.1,6.0,2.1,0.1,1.8,3.1,10.8,2002
13,Nick Anderson,SG,34.0,MEM,15.0,0.0,219.0,3.5,12.5,0.276,2.1,7.9,0.271,1.3,4.6,0.28600000000000003,0.8,1.5,0.556,0.2,5.3,5.4,2.3,1.0,1.0,2.3,2.8,9.9,2002
14,Shandon Anderson,SG,28.0,NYK,82.0,6.0,1596.0,3.4,8.4,0.39899999999999997,0.9,3.2,0.27699999999999997,2.5,5.2,0.474,1.7,2.4,0.6920000000000001,1.3,4.3,5.6,1.7,1.1,0.3,2.2,3.0,9.3,2002
15,Greg Anthony,PG,34.0,TOT,60.0,38.0,1514.0,4.4,11.3,0.385,1.1,3.9,0.294,3.2,7.4,0.433,1.4,2.2,0.659,0.5,2.6,3.1,6.7,1.8,0.1,2.2,2.7,11.3,2002
18,Gilbert Arenas,PG,20.0,GSW,47.0,30.0,1155.0,5.4,12.0,0.45299999999999996,1.2,3.5,0.345,4.2,8.4,0.498,3.9,5.0,0.775,1.3,2.8,4.1,5.4,2.2,0.3,3.0,3.6,15.9,2002
19,Brandon Armstrong,SG,21.0,NJN,35.0,0.0,196.0,5.0,15.6,0.318,0.9,3.1,0.294,4.0,12.5,0.324,0.9,1.8,0.5,1.8,1.1,2.9,1.5,1.3,0.2,1.5,4.8,11.8,2002
20,Darrell Armstrong,PG,33.0,ORL,82.0,79.0,2730.0,4.6,10.9,0.419,1.8,5.2,0.349,2.7,5.7,0.484,2.4,2.7,0.888,1.1,3.1,4.2,6.0,2.1,0.1,2.3,2.2,13.4,2002
21,Carlos Arroyo,PG,22.0,TOT,37.0,1.0,371.0,4.8,10.8,0.441,0.0,0.2,0.0,4.8,10.6,0.45,1.3,1.7,0.722,1.2,2.7,3.9,6.8,1.1,0.1,2.2,2.9,10.8,2002
24,Chucky Atkins,PG,27.0,DET,79.0,62.0,2285.0,5.8,12.4,0.466,2.2,5.3,0.41100000000000003,3.6,7.2,0.507,1.3,1.9,0.6920000000000001,0.5,2.0,2.5,4.1,1.1,0.2,2.0,2.8,15.1,2002
